Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Hyundai Elantra III (XD2) Рестайлинг,210000,2005,260000,седан,пурпурный,1.8,132,Бензин,4488,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,8.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104655518-dd525caf/
Hyundai Elantra III (XD),175000,2001,189043,седан,серебристый,2.0,139,Бензин,4726,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104846618-5e1d1b27/
Hyundai Elantra III (XD),140000,2002,200000,седан,золотистый,2.0,143,Бензин,4862,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104777419-0a3ea2aa/
Hyundai Elantra III (XD2) Рестайлинг,180000,2004,249000,хэтчбек 5 дв.,серебристый,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104155768-d83016fd/
Hyundai Elantra III (XD2) Рестайлинг,295000,2006,290000,седан,чёрный,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103490915-ae565fb0/
Hyundai Elantra III (XD),150000,2002,156149,седан,чёрный,1.6,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103990754-80d7960d/
Hyundai Elantra V (MD),695000,2012,174845,седан,коричневый,1.6,132,Бензин,2772,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104270801-e6d479b0/
Hyundai Elantra V (MD) Рестайлинг,795000,2015,167500,седан,бежевый,1.6,132,Бензин,4488,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104840808-07f64e8b/
Hyundai Elantra III (XD2) Рестайлинг,454000,2005,140495,седан,серый,1.8,132,Бензин,4488,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1094213964-9649c5a8/
Hyundai Elantra IV (HD),300000,2009,335000,седан,фиолетовый,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,5.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104102706-0673bf4a/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,280000,2009,295000,седан,чёрный,1.6,105,Бензин,3570,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102948135-9b03aee6/
Hyundai Elantra III (XD2) Рестайлинг,170000,2006,248000,седан,бежевый,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104244880-6fdd17ab/
"Hyundai Elantra II (J2, J3)",150000,1999,205657,седан,серый,2.0,139,Бензин,4726,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104726014-5eea0e44/
Hyundai Elantra III (XD),170000,2002,285000,седан,синий,1.6,107,Бензин,2247,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102401357-2814e3e9/
Hyundai Elantra III (XD),100000,2001,350000,седан,синий,1.6,107,Бензин,2140,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103771828-9c207bc4/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,260000,2010,300000,седан,бежевый,1.6,105,Бензин,3066,механическая,передний,Левый,Не требует ремонта,2,Оригинал,3.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103325894-32576361/
Hyundai Elantra IV (HD),285000,2007,236368,седан,пурпурный,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,8.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104785485-eeef1a98/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,325000,2009,197819,седан,серый,1.6,105,Бензин,3570,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104747502-743eb4c8/
Hyundai Elantra III (XD2) Рестайлинг,225000,2005,205000,седан,синий,1.6,107,Бензин,3638,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103249114-4b9a79e0/
Hyundai Elantra IV (HD),450000,2009,165000,седан,серебристый,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104820945-2b599a91/
Hyundai Elantra III (XD2) Рестайлинг,250000,2006,300000,седан,коричневый,1.8,132,Бензин,4488,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103654020-fcd2cbcb/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,350000,2008,101000,седан,чёрный,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104686281-0aff63d5/
Hyundai Elantra V (MD),590000,2011,187654,седан,коричневый,1.6,132,Бензин,3854,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104702658-27578544/
Hyundai Elantra III (XD),280000,2001,220000,седан,синий,2.0,143,Бензин,4862,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104851745-e7be5870/
Hyundai Elantra III (XD2) Рестайлинг,280000,2004,196000,седан,серый,1.6,105,Бензин,3570,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104160011-5154beec/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,340000,2008,203200,седан,чёрный,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,8.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104665928-8ef49602/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,270000,2009,150000,седан,серебристый,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103261785-a424d2c6/
Hyundai Elantra III (XD2) Рестайлинг,200000,2006,130000,седан,серебристый,1.6,105,Бензин,2100,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104818288-e6066ad8/
Hyundai Elantra IV (HD),400000,2008,173000,седан,серебристый,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104026269-bb4ff4d9/
Hyundai Elantra III (XD),225000,2003,160000,седан,серебристый,2.0,139,Бензин,4726,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104827858-7572ebef/
Hyundai Elantra III (XD2) Рестайлинг,250000,2004,191000,хэтчбек 5 дв.,серебристый,1.6,105,Бензин,3570,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104659768-e960eddc/
Hyundai Elantra III (XD2) Рестайлинг,130000,2004,220000,седан,серебристый,1.6,105,Бензин,2205,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103880502-375fb7d9/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,300000,2008,295000,седан,чёрный,1.6,105,Бензин,3570,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104027886-643df8f4/
Hyundai Elantra III (XD2) Рестайлинг,250000,2005,258000,седан,синий,1.6,105,Бензин,2205,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103343297-df36bc0d/
Hyundai Elantra III (XD2) Рестайлинг,200000,2004,169970,седан,красный,2.0,139,Бензин,4059,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104765843-66418020/
Hyundai Elantra III (XD2) Рестайлинг,230000,2005,165000,седан,синий,1.6,105,Бензин,3066,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1101660261-1eee2589/
Hyundai Elantra IV (HD),460000,2007,255000,седан,серебристый,1.6,122,Бензин,3562,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104212245-2a86e787/
Hyundai Elantra III (XD2) Рестайлинг,250000,2006,220000,хэтчбек 5 дв.,серебристый,1.6,105,Бензин,2100,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,2.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104789170-13551d2f/
Hyundai Elantra III (XD2) Рестайлинг,215000,2006,370000,седан,чёрный,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104043348-ba4d993b/
Hyundai Elantra III (XD2) Рестайлинг,270000,2003,172300,седан,синий,1.6,107,Бензин,3638,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104148534-77d97fc0/
Hyundai Elantra III (XD2) Рестайлинг,300000,2006,318000,хэтчбек 5 дв.,жёлтый,1.6,105,Бензин,3066,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102108935-2f7a7cc8/
Hyundai Elantra III (XD2) Рестайлинг,270000,2005,161500,седан,чёрный,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104583770-52db94aa/
