Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Hyundai Elantra III (XD2) Рестайлинг,330000,2005,133000,седан,серый,2.0,139,Бензин,4865,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104766254-fd9167b1/
Hyundai Elantra IV (HD),450000,2008,153527,седан,золотистый,2.0,143,Бензин,5005,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1101354911-7d657017/
Hyundai Elantra IV (HD),430000,2009,238230,седан,бежевый,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,10.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104636948-7d2e7ae9/
Hyundai Elantra IV (HD),450000,2008,185000,седан,фиолетовый,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1094918980-94ee91a7/
Hyundai Elantra IV (HD),380000,2009,131000,седан,синий,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104847678-ea0ff217/
Hyundai Elantra V (MD) Рестайлинг,725000,2014,206000,седан,белый,1.6,132,Бензин,4620,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104683145-48a66d2b/
Hyundai Elantra III (XD2) Рестайлинг,220000,2005,137000,седан,синий,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103838244-bd425a54/
Hyundai Elantra IV (HD),570000,2009,229000,седан,синий,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1073442546-a78bb442/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,360000,2010,218450,седан,чёрный,1.6,105,Бензин,2625,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104168489-a03061e6/
Hyundai Elantra III (XD),155000,2001,242000,хэтчбек 5 дв.,красный,2.0,139,Бензин,4865,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104612705-fd2bd9c9/
Hyundai Elantra III (XD2) Рестайлинг,145000,2004,280000,седан,зелёный,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103794435-b2706148/
Hyundai Elantra V (MD),550000,2012,399999,седан,серебристый,1.6,132,Бензин,4620,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104700963-92b9b805/
Hyundai Elantra IV (HD),525000,2008,162000,седан,пурпурный,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104015555-67947909/
Hyundai Elantra III (XD2) Рестайлинг,270000,2006,218684,седан,бежевый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,2,Оригинал,15.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104803716-fdce71ba/
Hyundai Elantra III (XD2) Рестайлинг,420000,2005,87000,седан,бежевый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1101286159-0f185b97/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,330000,2008,183000,седан,бежевый,1.6,105,Бензин,2625,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103224793-fd973796/
Hyundai Elantra III (XD2) Рестайлинг,190000,2006,140000,седан,серый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103263192-93f05483/
Hyundai Elantra III (XD2) Рестайлинг,300000,2004,236352,седан,синий,1.6,105,Бензин,2625,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104098506-2586e3c1/
Hyundai Elantra III (XD2) Рестайлинг,165000,2005,339000,седан,синий,1.8,132,Бензин,4620,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104203783-4d011eaf/
Hyundai Elantra IV (HD),300000,2007,200000,седан,чёрный,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1101526612-88467a63/
Hyundai Elantra III (XD2) Рестайлинг,200000,2004,190000,седан,красный,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,1,Оригинал,16.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103236987-cf4cf967/
Hyundai Elantra III (XD2) Рестайлинг,200000,2004,260000,седан,бежевый,1.6,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103959380-a7d4e6bb/
Hyundai Elantra IV (HD),415000,2010,355500,седан,чёрный,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104762360-43918008/
Hyundai Elantra III (XD2) Рестайлинг,300000,2006,138300,хэтчбек 5 дв.,серебристый,1.8,132,Бензин,4620,механическая,передний,Левый,Не требует ремонта,1,Оригинал,15.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104616532-9dff2ef1/
Hyundai Elantra III (XD2) Рестайлинг,255000,2005,226000,седан,серый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104277623-da3fda45/
Hyundai Elantra III (XD2) Рестайлинг,230000,2004,153000,седан,чёрный,2.0,143,Бензин,5005,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103461650-2969ec6f/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,320000,2009,173500,седан,чёрный,1.6,105,Бензин,2625,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104711107-43fcd143/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,420000,2008,88888,седан,бежевый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,1,Оригинал,12.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104273654-3b4a599d/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,300000,2008,117561,седан,серебристый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104837980-be996fd3/
Hyundai Elantra III (XD2) Рестайлинг,340000,2004,88000,седан,золотистый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104798448-f9ff3d98/
Hyundai Elantra III (XD2) Рестайлинг,300000,2004,252000,седан,чёрный,2.0,143,Бензин,5005,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104655371-5017db5f/
Hyundai Elantra III (XD),240000,2003,139000,седан,серый,2.0,139,Бензин,4865,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103923498-bbf54635/
Hyundai Elantra III (XD),160000,2002,257000,седан,чёрный,2.0,139,Бензин,4865,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104704637-5b4387a8/
Hyundai Elantra IV (HD),440000,2008,255000,седан,фиолетовый,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104720669-e5bf8aad/
Hyundai Elantra IV (HD),380000,2007,150000,седан,красный,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102560891-0bc07563/
Hyundai Elantra III (XD2) Рестайлинг,355000,2004,283000,седан,синий,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104058953-ad85a442/
Hyundai Elantra III (XD2) Рестайлинг,270000,2003,190000,седан,коричневый,1.6,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104826207-c4bb52a8/
Hyundai Elantra III (XD2) Рестайлинг,220000,2006,289000,седан,серебристый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103520033-8489a712/
Hyundai Elantra III (XD2) Рестайлинг,360000,2005,201300,седан,бежевый,1.6,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104835753-eafe620a/
Hyundai Elantra III (XD2) Рестайлинг,215000,2003,266000,седан,синий,1.6,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104847187-7dc6ab0f/
Hyundai Elantra III (XD2) Рестайлинг,270000,2006,191000,седан,серебристый,1.6,105,Бензин,2625,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104231281-4a628186/
Hyundai Elantra III (XD2) Рестайлинг,228000,2004,206000,седан,серебристый,1.6,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104660521-0cefe139/
Hyundai Elantra VI (AD) Рестайлинг,995000,2019,140000,седан,белый,1.6,128,Бензин,3200,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103019263-428eef2f/
Hyundai Elantra IV (HD),430000,2010,219000,седан,синий,1.6,122,Бензин,3562,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104731646-df57c7f0/
Hyundai Elantra III (XD2) Рестайлинг,234000,2005,294000,седан,бежевый,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104762965-987bc73f/
Hyundai Elantra III (XD2) Рестайлинг,210000,2005,280000,седан,чёрный,1.8,132,Бензин,4488,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104002642-ef7787fb/
Hyundai Elantra VI (AD) Рестайлинг,1220000,2020,18250,седан,серый,2.0,150,Бензин,3150,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104195597-f9e2002f/
Hyundai Elantra VI (AD),850000,2016,112897,седан,красный,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104802886-71b16bba/
Hyundai Elantra V (MD) Рестайлинг,820000,2015,172098,седан,белый,1.6,132,Бензин,4488,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104779249-356b713f/
Hyundai Elantra V (MD),670000,2012,150000,седан,серый,1.6,132,Бензин,3854,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104892248-fc43d53f/
Hyundai Elantra V (MD),755000,2013,153000,седан,красный,1.6,132,Бензин,4488,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,7.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104892238-a41e7779/
Hyundai Elantra III (XD2) Рестайлинг,209000,2005,224500,хэтчбек 5 дв.,чёрный,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,8.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104858781-051f82c8/
Hyundai Elantra IV (HD),600000,2007,160000,седан,красный,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,2,Оригинал,9.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104888159-4a715fe9/
Hyundai Elantra V (MD) Рестайлинг,929000,2015,76553,седан,оранжевый,1.6,132,Бензин,3960,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104727359-55dac7e7/
Hyundai Elantra VI (AD),1129000,2018,61610,седан,синий,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103533780-32f0e56a/
Hyundai Elantra III (XD2) Рестайлинг,349000,2005,190000,седан,чёрный,1.6,105,Бензин,3066,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,8.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104885797-0c9c0fa1/
Hyundai Elantra VI (AD),1140000,2018,75000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104643554-ffd1adb6/
Hyundai Elantra IV (HD),415000,2008,158138,седан,фиолетовый,1.6,122,Бензин,3562,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103612411-6a4c7fe6/
Hyundai Elantra V (MD) Рестайлинг,900000,2015,49087,седан,чёрный,1.6,132,Бензин,2640,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104881028-300957d8/
Hyundai Elantra VII (CN7),1914000,2021,26,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104611575-4a6dbeac/
Hyundai Elantra V (MD),690000,2013,250000,седан,серебристый,1.6,132,Бензин,2772,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104686648-a5238727/
Hyundai Elantra ТагАЗ III (XD2) Рестайлинг,205600,2008,224627,седан,серый,1.6,105,Бензин,3066,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104039684-f48e3934/
Hyundai Elantra VI (AD),1040000,2018,83000,седан,серый,1.6,128,Бензин,3738,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103872477-ec991cc7/
Hyundai Elantra III (XD2) Рестайлинг,230000,2005,250000,седан,жёлтый,1.6,107,Бензин,3638,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104002379-9385b240/
Hyundai Elantra IV (HD),370000,2007,228000,седан,чёрный,1.6,122,Бензин,2440,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104873837-8e1caee7/
Hyundai Elantra V (MD) Рестайлинг,749000,2013,120000,седан,чёрный,1.6,132,Бензин,4488,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104870097-81b20f45/
Hyundai Elantra IV (HD),350000,2007,265000,седан,чёрный,1.6,122,Бензин,2440,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104862906-2bcae335/
Hyundai Elantra III (XD2) Рестайлинг,120000,2004,267000,седан,синий,1.6,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104866338-333d265d/
Hyundai Elantra VI (AD) Рестайлинг,1550000,2019,38000,седан,белый,2.0,150,Бензин,4500,механическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104245285-cf0c4eac/
Hyundai Elantra V (MD),485000,2014,234250,седан,красный,1.6,132,Бензин,4620,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102883469-fbc5136c/
Hyundai Elantra IV (HD),410000,2008,300000,седан,бежевый,1.6,122,Бензин,3562,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102797198-0ea7e1f0/
Hyundai Elantra III (XD2) Рестайлинг,299000,2005,400000,седан,серебристый,1.8,132,Бензин,4488,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102791730-dad074da/
Hyundai Elantra III (XD),190000,2003,174015,седан,чёрный,2.0,139,Бензин,4726,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104203502-cc20ad67/
Hyundai Elantra III (XD2) Рестайлинг,150000,2004,259300,хэтчбек 5 дв.,жёлтый,1.6,107,Бензин,3638,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104750561-3bb2f82e/
Hyundai Elantra III (XD2) Рестайлинг,138000,2004,386088,седан,серебристый,1.6,107,Бензин,2140,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104189383-4dafb538/
Hyundai Elantra III (XD),135000,2002,250000,седан,серебристый,2.0,143,Бензин,2860,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104685129-cda478ec/
Hyundai Elantra VI (AD),1100000,2018,91300,седан,чёрный,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102357870-ca2dc8d1/
Hyundai Elantra III (XD2) Рестайлинг,228399,2004,245000,седан,серебристый,1.6,105,Бензин,3570,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104705773-29cc13c6/
Hyundai Elantra III (XD2) Рестайлинг,250000,2005,190000,седан,красный,1.6,105,Бензин,3150,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103920340-dcc5c9a2/
Hyundai Elantra IV (HD),400000,2008,172000,седан,фиолетовый,1.6,105,Бензин,3150,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104615918-9c8fd4ed/
Hyundai Elantra VI (AD),1300000,2017,36443,седан,серый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103903627-6dd514b0/
Hyundai Elantra VI (AD),800000,2016,121343,седан,серый,1.6,128,Бензин,2560,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103966218-8dff3e11/
Hyundai Elantra III (XD),110000,2002,210000,седан,чёрный,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104632751-34daf355/
Hyundai Elantra IV (HD),356000,2008,234000,седан,голубой,1.6,122,Бензин,3660,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104658245-99e0e7b2/
Hyundai Elantra IV (HD),425000,2008,181203,седан,фиолетовый,1.6,122,Бензин,3562,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104825871-cab826db/
Hyundai Elantra III (XD2) Рестайлинг,200000,2005,323000,седан,серый,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104785037-b39d73cb/
Hyundai Elantra VI (AD),925000,2017,61641,седан,серебристый,1.6,128,Бензин,3200,механическая,передний,Левый,Не требует ремонта,2,Оригинал,3.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103680319-7cb2bf4d/
Hyundai Elantra VI (AD),845000,2016,150000,седан,белый,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104154707-23459cce/
Hyundai Elantra VI (AD),1050000,2017,143000,седан,серый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102578231-7176e345/
Hyundai Elantra III (XD2) Рестайлинг,160000,2005,310000,седан,бежевый,1.6,105,Бензин,3570,механическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104728399-4b882e9b/
Hyundai Elantra VI (AD),950000,2016,146000,седан,серебристый,1.6,128,Бензин,4352,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104105996-8d6b0e49/
Hyundai Elantra V (MD) Рестайлинг,750000,2015,207000,седан,белый,1.8,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103746356-35b42526/
Hyundai Elantra V (MD) Рестайлинг,840000,2014,62000,седан,серебристый,1.6,132,"Бензин, газобаллонное оборудование",4488,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1102844777-48978cd9/
Hyundai Elantra VI (AD),1200000,2016,148000,седан,чёрный,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104772310-15b0104b/
Hyundai Elantra III (XD),120000,2001,300000,седан,серый,2.0,139,Бензин,4726,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103994676-ec2129a7/
Hyundai Elantra V (MD),740000,2012,117727,седан,серый,1.6,132,Бензин,2772,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103939359-f1c3a87e/
Hyundai Elantra VI (AD),930000,2016,135100,седан,серый,1.6,128,Бензин,3840,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103493729-9004d0ac/
Hyundai Elantra V (MD),700000,2011,250000,седан,серый,1.6,132,Бензин,4488,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104660946-15a7f121/
Hyundai Elantra V (MD) Рестайлинг,810000,2014,116000,седан,белый,1.8,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104837210-14b79de1/
Hyundai Elantra IV (HD),415000,2008,184234,седан,серый,2.0,143,Бензин,4862,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103232742-150a30c6/
Hyundai Elantra V (MD),640000,2011,199700,седан,красный,1.6,132,Бензин,4488,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,5.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104598537-277ba92c/
Hyundai Elantra IV (HD),499999,2009,110000,седан,чёрный,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104191153-abf23efa/
Hyundai Elantra IV (HD),380000,2009,78000,седан,бежевый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104644351-2e80b373/
Hyundai Elantra III (XD),100000,2001,356644,седан,чёрный,2.0,139,Бензин,4726,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104635403-f0b22a84/
Hyundai Elantra V (MD) Рестайлинг,715000,2015,140000,седан,серый,1.6,132,Бензин,4488,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104818748-b49c82f4/
Hyundai Elantra V (MD),630000,2012,76000,седан,голубой,1.6,132,Бензин,3854,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103826518-d66ecd59/
Hyundai Elantra III (XD2) Рестайлинг,180000,2005,205000,седан,бежевый,1.6,105,Бензин,3066,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104859725-327bb9ef/
Hyundai Elantra IV (HD),550000,2007,55000,седан,пурпурный,1.6,122,Бензин,2562,механическая,передний,Левый,Не требует ремонта,1,Оригинал,13.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1103916864-66b421e2/
Hyundai Elantra IV (HD),480000,2010,170000,седан,белый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/elantra/1104854853-16af5cb4/
