Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Привод,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес 
Kia Ceed I Рестайлинг,538000,2011,173992,хэтчбек 3 дв.,серый,1.6,126,Бензин,3679,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103787093-c03b0ab5/
Kia Ceed II,785000,2013,178000,универсал 5 дв.,серый,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103681059-40e57fc0/
Kia Ceed II Рестайлинг,950000,2018,100000,универсал 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1091485462-eb11a6aa/
Kia Ceed I,395000,2008,157000,хэтчбек 5 дв.,синий,1.4,109,Бензин,2180,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103921935-093265f7/
Kia Ceed II Рестайлинг,1100000,2017,70000,хэтчбек 5 дв.,серебристый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103794670-694463be/
Kia Ceed II Рестайлинг,1050000,2017,96000,хэтчбек 5 дв.,серебристый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103497162-afa64fa2/
Kia Ceed I Рестайлинг,490000,2011,156730,хэтчбек 3 дв.,белый,1.6,126,Бензин,3679,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103685507-32e828a8/
Kia Ceed I,520000,2009,76374,хэтчбек 5 дв.,жёлтый,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103498836-78fa85cd/
Kia Ceed II,900000,2015,150000,универсал 5 дв.,красный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101743624-0ccbf9b1/
Kia Ceed I,355000,2008,230000,хэтчбек 5 дв.,коричневый,1.6,115,Дизель,3450,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103993231-a0492497/
Kia Ceed II,730000,2012,161000,хэтчбек 5 дв.,синий,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103963557-8a32e396/
Kia Ceed I,375000,2008,170000,хэтчбек 3 дв.,серый,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103917117-ab4243f9/
Kia Ceed I Рестайлинг,530000,2011,215000,универсал 5 дв.,серебристый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102966307-0425b614/
Kia Ceed I Рестайлинг,550000,2011,135000,универсал 5 дв.,серый,1.6,125,Бензин,4250,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104023684-3c2d2640/
Kia Ceed II,850000,2013,194000,универсал 5 дв.,коричневый,1.6,129,Бензин,3767,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103897603-8f3df643/
Kia Ceed I Рестайлинг,499000,2010,180594,хэтчбек 5 дв.,серебристый,1.6,122,Бензин,3660,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102987942-11163efe/
Kia Ceed II Рестайлинг,910000,2016,92800,хэтчбек 5 дв.,чёрный,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103499655-88491df6/
Kia Ceed I,363099,2008,230000,универсал 5 дв.,красный,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104015435-070aa9c7/
Kia Ceed I,430000,2008,180000,хэтчбек 3 дв.,синий,2.0,143,Бензин,4862,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103651097-602263d2/
Kia Ceed II,697000,2014,165000,хэтчбек 5 дв.,серый,1.6,129,Бензин,2580,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102784085-ac233c3e/
Kia Ceed I Рестайлинг,570000,2011,209000,хэтчбек 3 дв.,серый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103836919-04b40faa/
Kia Ceed I Рестайлинг,630000,2011,158000,универсал 5 дв.,серый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103904431-55c46a63/
Kia Ceed I,400000,2008,154000,универсал 5 дв.,пурпурный,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103380227-f5efc111/
Kia Ceed II,750000,2014,165000,хэтчбек 5 дв.,коричневый,1.6,129,Бензин,2580,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103403160-23d9f8b9/
Kia Ceed II Рестайлинг,950000,2015,70000,хэтчбек 5 дв.,коричневый,1.6,130,Бензин,4420,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103498434-982e571a/
Kia Ceed I Рестайлинг,540000,2011,106500,хэтчбек 5 дв.,серый,1.4,109,Бензин,3706,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102912595-cf045953/
Kia Ceed II Рестайлинг,1059000,2018,84700,универсал 5 дв.,коричневый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103568887-80b44d1f/
Kia Ceed I,400000,2008,270000,хэтчбек 5 дв.,зелёный,1.6,115,Дизель,3910,механическая,передний,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103800815-ee2e5541/
Kia Ceed I,400000,2008,220000,универсал 5 дв.,синий,1.6,122,Бензин,2440,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1100892400-3ac0a5ce/
Kia Ceed I Рестайлинг,550000,2011,251000,универсал 5 дв.,серебристый,1.6,122,Бензин,4148,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103030498-b25136be/
Kia Ceed II,890000,2015,114000,хэтчбек 5 дв.,красный,1.6,129,Бензин,4386,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103429742-cc40994d/
Kia Ceed I,480000,2008,243000,универсал 5 дв.,синий,1.6,122,Бензин,3660,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103429052-b27aace0/
