Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Kia Sorento III Prime,1955000,2017,130000,внедорожник 5 дв.,коричневый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103287516-3242f61a/

Kia Sorento II Рестайлинг,1119000,2012,170063,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103331798-08239b47/

Kia Sorento II Рестайлинг,1625000,2016,52000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103401737-2e6642f0/

Kia Sorento II Рестайлинг,1115000,2012,254000,внедорожник 5 дв.,чёрный,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103372694-ccdd6b42/

Kia Sorento III Prime Рестайлинг,2135000,2018,75000,внедорожник 5 дв.,серый,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103574257-be07c586/

Kia Sorento I,595000,2005,121003,внедорожник 5 дв.,красный,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103682200-b0d78017/

Kia Sorento III Prime Рестайлинг,2415000,2019,41000,внедорожник 5 дв.,белый,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103541331-50d8fd8f/

Kia Sorento II Рестайлинг,1300000,2014,146200,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103698545-6c5dd04e/

Kia Sorento II Рестайлинг,1995000,2018,70800,внедорожник 5 дв.,синий,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103105215-29f49f7a/

Kia Sorento II Рестайлинг,1529000,2017,40083,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103288376-2d0c0681/

Kia Sorento III Prime,2129000,2017,124425,внедорожник 5 дв.,серый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103570416-682e53e8/

Kia Sorento II Рестайлинг,1677000,2017,93178,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103626368-1f914412/

Kia Sorento I,410000,2002,200000,внедорожник 5 дв.,бежевый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103227428-989348b6/

Kia Sorento II Рестайлинг,2210000,2018,62423,внедорожник 5 дв.,серый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102937690-861ecf10/

Kia Sorento II,1155000,2012,108000,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103328315-f536c87d/

Kia Sorento II Рестайлинг,1974000,2019,59141,внедорожник 5 дв.,синий,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103099426-48db1fc1/

Kia Sorento II,911000,2010,119878,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103374463-387e656e/

Kia Sorento III Prime,2582051,2017,48378,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103675962-54c87cfe/

Kia Sorento III Prime Рестайлинг,2399000,2020,15605,внедорожник 5 дв.,серый,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103286403-d91f47cc/

Kia Sorento III Prime Рестайлинг,2583000,2018,69028,внедорожник 5 дв.,коричневый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103681280-5f5b9379/

Kia Sorento III Prime,2334146,2017,73100,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103287894-68dc74de/

Kia Sorento II Рестайлинг,1250000,2012,237000,внедорожник 5 дв.,серебристый,2.4,175,"Бензин, газобаллонное оборудование",7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103762513-c42de723/

Kia Sorento II Рестайлинг,1437000,2014,122458,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103449329-0e652c0a/

Kia Sorento I,440000,2006,136850,внедорожник 5 дв.,золотистый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103370522-4b7942d2/

Kia Sorento II Рестайлинг,1449000,2014,143895,внедорожник 5 дв.,белый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103685759-b5058cd4/

Kia Sorento II Рестайлинг,1499000,2014,51646,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103437250-5dedaf8f/

Kia Sorento II Рестайлинг,1520000,2014,131000,внедорожник 5 дв.,бежевый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103761575-b7500e57/

Kia Sorento II Рестайлинг,1650000,2015,91000,внедорожник 5 дв.,синий,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103199692-4d2d22ec/

Kia Sorento II Рестайлинг,1266000,2014,153000,внедорожник 5 дв.,бежевый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103674168-918d58d5/

Kia Sorento II Рестайлинг,1640000,2018,74802,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103098115-0370ea6e/

Kia Sorento II Рестайлинг,1400000,2014,106000,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103358849-b38f55af/

Kia Sorento I Рестайлинг,595000,2007,183264,внедорожник 5 дв.,золотистый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102420003-7cb347c0/

Kia Sorento II Рестайлинг,1495000,2014,153000,внедорожник 5 дв.,бежевый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103463103-76a8ac6f/

Kia Sorento III Prime,2200000,2017,81091,внедорожник 5 дв.,серый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103669763-15b4151c/

Kia Sorento II Рестайлинг,960000,2012,193165,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103655029-36eaae4a/

Kia Sorento III Prime,2055000,2017,148000,внедорожник 5 дв.,чёрный,3.3,250,Бензин,18750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103300834-a47f1fd9/

Kia Sorento III Prime Рестайлинг,2120000,2019,15000,внедорожник 5 дв.,серый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103570949-04429c85/

Kia Sorento II Рестайлинг,1670000,2017,88500,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103254743-e439df3a/

Kia Sorento III Prime,2120000,2017,57000,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103448589-1bf3ecdb/

Kia Sorento II,950177,2010,112000,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103144966-db407cf0/

Kia Sorento I,385000,2004,189000,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103229260-ac013e66/

Kia Sorento II Рестайлинг,1210000,2013,189650,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103530410-fbb2e450/

Kia Sorento III Prime Рестайлинг,2397000,2018,56100,внедорожник 5 дв.,белый,3.5,249,Бензин,18675,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103428314-1c06e1ec/

Kia Sorento II Рестайлинг,1497000,2016,60848,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103000726-50f6daa6/

Kia Sorento I,422000,2005,147555,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101802432-ab6a7a4b/

Kia Sorento I,430000,2002,247000,внедорожник 5 дв.,красный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103141095-44a05f4e/

Kia Sorento IV,3590000,2020,4150,внедорожник 5 дв.,чёрный,2.2,199,Дизель,9950,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103752021-4ed9ee52/

Kia Sorento I,425000,2002,100963,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103723935-9572480d/

Kia Sorento II,1098000,2010,146000,внедорожник 5 дв.,чёрный,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103699116-6ac950aa/

Kia Sorento III Prime Рестайлинг,2530000,2018,39000,внедорожник 5 дв.,серый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103468496-baca248b/

Kia Sorento II Рестайлинг,2000000,2018,23000,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103025574-5ec671ee/

Kia Sorento I,389000,2002,262845,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101799433-22a9146f/

Kia Sorento I,430000,2002,245000,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103558322-75bc186d/

Kia Sorento II,1150000,2012,168000,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103690804-31642e16/

Kia Sorento III Prime Рестайлинг,2022000,2018,134570,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103088317-f1c72d56/

Kia Sorento I Рестайлинг,690000,2008,82087,внедорожник 5 дв.,серебристый,3.3,248,Бензин,18600,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103428064-f561a064/

Kia Sorento III Prime Рестайлинг,2415000,2018,29857,внедорожник 5 дв.,синий,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103617414-b1b0f8b4/

Kia Sorento II,915000,2011,195000,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102986594-735c6f46/

Kia Sorento II Рестайлинг,1399000,2014,167000,внедорожник 5 дв.,серый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103428525-6a0723b4/

Kia Sorento II Рестайлинг,1363000,2015,175206,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103429574-adfeddfe/

Kia Sorento II Рестайлинг,1579000,2016,101997,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103207957-2c291b69/

Kia Sorento II Рестайлинг,1300000,2014,151320,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103565824-9a7c52b8/

Kia Sorento II,995000,2009,129963,внедорожник 5 дв.,коричневый,2.2,197,Дизель,9850,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103546802-ec69f931/

Kia Sorento III Prime Рестайлинг,2281440,2018,14681,внедорожник 5 дв.,серый,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103533663-6ada5de1/

Kia Sorento II Рестайлинг,1579000,2015,52520,внедорожник 5 дв.,синий,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103421887-d3afe276/

Kia Sorento II Рестайлинг,1100000,2015,139000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103204246-132c4a5d/

Kia Sorento II Рестайлинг,1415000,2014,128000,внедорожник 5 дв.,серый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103344717-d434fb12/

Kia Sorento II Рестайлинг,1500000,2013,82500,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103749013-26fbe83c/

Kia Sorento III Prime Рестайлинг,2665000,2018,20000,внедорожник 5 дв.,коричневый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103517363-40b12d7e/

Kia Sorento II Рестайлинг,1650000,2018,35620,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103497634-b7482ef6/

Kia Sorento III Prime,1540000,2015,85000,внедорожник 5 дв.,красный,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103311740-822fa015/

Kia Sorento III Prime Рестайлинг,2090000,2018,60000,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102199864-4cb9baa5/

Kia Sorento II Рестайлинг,1080000,2014,120000,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103702993-b024a68d/

Kia Sorento III Prime,1720000,2015,162000,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103693923-cb96ed93/

Kia Sorento II Рестайлинг,1300000,2013,101500,внедорожник 5 дв.,синий,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103497635-13b9169b/

Kia Sorento I Рестайлинг,380000,2006,180000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1093674464-15db493c/

Kia Sorento I,365000,2002,96000,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101898046-ff5388e0/

Kia Sorento I Рестайлинг,480000,2006,153000,внедорожник 5 дв.,серый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102974069-02bd9a71/

Kia Sorento III Prime,1695000,2015,138000,внедорожник 5 дв.,коричневый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103735414-0b3abbba/

Kia Sorento III Prime,2189000,2017,50000,внедорожник 5 дв.,серый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103726560-d678d525/

Kia Sorento II Рестайлинг,1898700,2018,63610,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103518301-9752e0fd/

Kia Sorento III Prime,2115000,2017,61726,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103689765-cb1017a3/

Kia Sorento I Рестайлинг,480000,2008,220000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101552467-28575a0c/

Kia Sorento I Рестайлинг,470000,2007,167000,внедорожник 5 дв.,серебристый,3.3,248,Бензин,18600,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103733380-d592e8b8/

Kia Sorento I,385000,2003,200000,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102693416-e4ac6e35/

Kia Sorento III Prime Рестайлинг,2000000,2018,59165,внедорожник 5 дв.,синий,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103237174-e597d314/

Kia Sorento II Рестайлинг,1140000,2012,91000,внедорожник 5 дв.,синий,2.4,175,Бензин,7875,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103663096-e615ddb5/

Kia Sorento II Рестайлинг,1395000,2015,79000,внедорожник 5 дв.,зелёный,2.4,175,Бензин,7875,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103432680-5f2958be/

Kia Sorento I,200000,2002,270000,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103706523-46a78d13/

Kia Sorento I,428000,2003,176000,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103520060-b7038857/

Kia Sorento III Prime Рестайлинг,2600000,2017,135000,внедорожник 5 дв.,белый,3.5,249,Бензин,18675,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103737584-363002f1/

Kia Sorento I,230000,2002,249958,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1100570706-2ab4fb5a/

Kia Sorento I,420000,2005,170000,внедорожник 5 дв.,пурпурный,3.5,195,"Бензин, газобаллонное оборудование",9750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103693126-b38e9328/

Kia Sorento I Рестайлинг,575000,2006,195000,внедорожник 5 дв.,серый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103554416-bdf2ffff/

Kia Sorento III Prime Рестайлинг,3000000,2020,14000,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102467060-64a459c0/

Kia Sorento I,455000,2006,261259,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102865887-112b3654/

Kia Sorento I,369000,2004,265000,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101794377-cb2a4d68/

Kia Sorento II Рестайлинг,1390000,2014,105000,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103200982-41a361ad/

Kia Sorento II Рестайлинг,1820000,2018,63000,внедорожник 5 дв.,белый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103381964-6a849e76/

Kia Sorento I,455000,2006,296072,внедорожник 5 дв.,чёрный,2.4,139,Бензин,4865,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102829493-b7df189b/

Kia Sorento II Рестайлинг,1240000,2014,74000,внедорожник 5 дв.,синий,2.4,175,Бензин,7875,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103483745-a2e0c750/

Kia Sorento I Рестайлинг,620000,2008,185000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103604771-72c0a792/

Kia Sorento II,975000,2009,110000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103536607-05d59fb9/

Kia Sorento I,395000,2005,185000,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103229609-4c9d2004/

Kia Sorento II Рестайлинг,1350000,2014,155000,внедорожник 5 дв.,коричневый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103319009-d0a8059b/

Kia Sorento II Рестайлинг,1490000,2015,73100,внедорожник 5 дв.,бежевый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103589072-da78b1de/

Kia Sorento I,450000,2005,148000,внедорожник 5 дв.,чёрный,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103061676-28fa2dde/

Kia Sorento I,458000,2004,154717,внедорожник 5 дв.,серый,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103702315-6083c855/

Kia Sorento II Рестайлинг,1163000,2013,128000,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103674221-8bad2634/

