Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Kia Optima IV Рестайлинг,1470000,2019,72869,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103724998-87f2feaf/
Kia Optima IV,1288000,2017,84000,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103502810-a32c11ce/
Kia Optima IV Рестайлинг,1720000,2018,54900,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104240663-4c2cd8b0/
Kia Optima IV Рестайлинг,1419000,2019,139000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103836761-180f6e21/
Kia Optima IV,1345000,2016,136000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104129678-55f78e0d/
Kia Optima IV Рестайлинг,1250000,2018,112335,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104752256-a0014ea0/
Kia Optima IV,1130000,2016,138000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103104533-04501a80/
Kia Optima IV Рестайлинг,1600000,2019,39000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104008520-b510878a/
Kia Optima IV Рестайлинг,1400000,2018,95347,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104256916-ce74ac45/
Kia Optima IV Рестайлинг,1710000,2018,48000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1090738216-c406eef3/
Kia Optima IV,1399000,2017,64150,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102571688-7e095b57/
Kia Optima IV,1135000,2017,125200,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104812353-f8c72d23/
Kia Optima IV Рестайлинг,1750000,2018,37000,седан,серый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104785305-72e930a0/
Kia Optima IV,1169000,2017,126000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104805686-3987e4b3/
Kia Optima IV Рестайлинг,1700000,2019,38000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103044139-b9971ab7/
Kia Optima IV,1480000,2017,98000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104851127-0442faec/
Kia Optima IV Рестайлинг,1650000,2019,62500,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102016971-aa9c53ac/
Kia Optima IV Рестайлинг,1650000,2019,76000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102932879-e3525284/
Kia Optima IV Рестайлинг,1600000,2019,50000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104680607-c2a5e857/
Kia Optima IV,1320000,2016,140000,седан,коричневый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104251302-32d593c0/
Kia Optima IV,1250000,2017,95000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104683516-272d3648/
Kia Optima IV,1400000,2017,145000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104694298-076a2e5d/
Kia Optima IV Рестайлинг,1750000,2018,59500,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104810485-ab5a9324/
Kia Optima IV Рестайлинг,1570000,2019,56500,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104792865-46a9568c/
Kia Optima IV Рестайлинг,1720000,2019,19000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104860317-ba9b5b8f/
Kia Optima IV Рестайлинг,1999999,2019,27000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104815963-33d15614/
Kia Optima IV,1575000,2017,73650,седан,коричневый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103864734-d3716bb4/
Kia Optima IV,1300000,2016,85500,седан,синий,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103723881-8351cff5/
Kia Optima IV,1349999,2017,147000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104149815-2529043c/
Kia Optima IV,1200000,2016,125000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1093971612-21be384f/
Kia Optima IV,1550000,2017,107000,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104851162-058e2b3a/
Kia Optima IV,1150000,2018,115899,седан,жёлтый,2.0,150,Бензин,5250,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104021192-6e40a621/
Kia Optima IV,1510000,2017,120000,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1092559990-1bea4716/
Kia Optima IV Рестайлинг,1619000,2019,91000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103277686-208686c5/
Kia Optima IV,1675000,2018,42000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103745228-c026af71/
Kia Optima IV Рестайлинг,1600000,2019,76000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104767166-801f2b65/
Kia Optima IV,1280000,2017,90907,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Дубликат,2.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102876246-7c783da8/
Kia Optima IV Рестайлинг,1850000,2019,31000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103705277-fb82e33e/
Kia Optima IV Рестайлинг,1475000,2019,141444,седан,серебристый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104280121-c1b7f708/
Kia Optima IV,1250000,2016,76000,седан,коричневый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103994540-a98af98e/
Kia Optima IV,1870000,2017,14500,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103729737-d7c787a2/
Kia Optima IV,1550000,2017,86000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104707606-c60de718/
Kia Optima IV,1800000,2018,43129,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102442687-8a88c514/
Kia Optima IV,1100000,2016,114000,седан,серый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104732246-fbd4ec1b/
Kia Optima IV Рестайлинг,1870000,2019,26500,седан,жёлтый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104715622-eb9dbc09/
Kia Optima IV Рестайлинг,1680000,2018,65000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104276255-e6a5b575/
Kia Optima IV Рестайлинг,1830000,2018,41000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101194852-ee0a4058/
Kia Optima IV,1190000,2017,92000,седан,чёрный,2.0,150,Бензин,5250,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104767074-1592cb3f/
Kia Optima IV,1575000,2016,71000,седан,коричневый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104267857-4e2fd765/
Kia Optima IV,1370000,2017,81200,седан,коричневый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104784886-96a9ae72/
Kia Optima IV,1600000,2018,25000,седан,коричневый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104119313-1ae61bfd/
Kia Optima IV,1380000,2016,144000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102101673-1f2fc873/
Kia Optima IV,1585000,2016,55111,седан,серебристый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104666644-4a1d3023/
Kia Optima IV,1250000,2016,165403,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104652342-ce257022/
Kia Optima IV Рестайлинг,1950000,2018,52000,седан,серый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103709162-5f246175/
Kia Optima IV,1350000,2018,138500,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104039128-ea7d8715/
Kia Optima III Рестайлинг,1050000,2015,130000,седан,серебристый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101957955-d89a9f89/
Kia Optima IV,1235000,2018,169300,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104268186-4fc88177/
Kia Optima IV,1450000,2016,105000,седан,синий,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104786445-7d3d6ce3/
Kia Optima IV Рестайлинг,1715000,2018,89000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103640783-4e72373f/
Kia Optima IV,940000,2017,163000,седан,белый,2.0,150,Бензин,5250,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1099850034-0971bcd6/
Kia Optima IV,1350000,2017,103500,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104821486-ce2d8247/
Kia Optima IV,1323000,2018,178000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104044286-d4b7784b/
Kia Optima IV Рестайлинг,1450000,2018,170000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103686985-cdbf1750/
Kia Optima IV,1300000,2016,105000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104792992-db57a91d/
Kia Optima IV Рестайлинг,1600000,2018,175000,седан,жёлтый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103097444-7e52357f/
Kia Optima IV,1450000,2017,114000,седан,белый,2.4,185,Бензин,9250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103528707-0cfcb806/
Kia Optima III Рестайлинг,950000,2015,201000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104799744-1f4a3c8a/
Kia Optima IV,1860000,2018,47000,седан,синий,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104214405-10b65950/
Kia Optima III Рестайлинг,1450000,2015,51700,седан,чёрный,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104711345-a390731d/
Kia Optima IV,1290000,2018,142979,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104842783-17490b11/
Kia Optima IV,1500000,2016,170000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104648730-2d8e18e2/
Kia Optima IV,1700000,2018,94500,седан,синий,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103996561-6bb6d0ba/
Kia Optima IV Рестайлинг,1580000,2019,75000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103972884-9e3a9571/
Kia Optima III Рестайлинг,1200000,2015,186863,седан,чёрный,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101659847-9ddd77c3/
Kia Optima III Рестайлинг,1400000,2014,82000,седан,чёрный,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104748415-72a882f7/
Kia Optima IV,1649997,2016,100000,седан,чёрный,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102604232-1b9bb620/
Kia Optima IV Рестайлинг,1299000,2019,112000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104826021-ef7b09d9/
Kia Optima III,909000,2011,140000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,8.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1093921658-6146d5f2/
Kia Optima IV,905570,2016,179300,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104070339-dfe7d91a/
Kia Optima IV,1400000,2017,120030,седан,серебристый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104783237-87d8c84f/
Kia Optima IV,1399000,2016,115000,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104671906-8c79a5de/
Kia Optima IV,1300000,2018,170500,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103476304-0a5dc81f/
Kia Optima IV,1750000,2016,59800,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103115978-ad35e2f7/
Kia Optima IV,1620000,2017,70000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104749907-ee1dd659/
Kia Optima III Рестайлинг,1300000,2014,133000,седан,серый,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104632768-810b6e73/
Kia Optima III,980000,2011,143210,седан,серебристый,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104859939-16484b2c/
Kia Optima IV,1480000,2016,122000,седан,синий,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104063205-dda34137/
Kia Optima IV,1350000,2018,147500,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104780237-2ae2916f/
Kia Optima IV,1520000,2016,86000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104845810-c74aed5c/
Kia Optima IV,1150000,2017,241000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104738765-5b5276c0/
Kia Optima III Рестайлинг,1200000,2015,111000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104656048-c73fcedd/
Kia Optima III,830000,2012,175000,седан,серебристый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104120015-c47b7568/
Kia Optima IV,1350000,2016,150000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103735182-f2b23186/
Kia Optima III,850000,2013,250000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,2.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1095577350-afe24dd8/
Kia Optima IV,5000000,2017,130000,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104659878-0e121bfa/
Kia Optima III Рестайлинг,1165000,2014,125300,седан,серый,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104760500-cecccf09/
Kia Optima III,899999,2013,206009,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103604156-fae72cb9/
Kia Optima IV Рестайлинг,1550000,2018,108603,седан,серебристый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103843673-5d01bb95/
Kia Optima IV Рестайлинг,1749000,2018,80472,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104720483-c0dff598/
Kia Optima III,949000,2013,130449,седан,серебристый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104648243-7b91d524/
Kia Optima IV Рестайлинг,1515000,2019,70000,седан,коричневый,2.0,150,Бензин,4500,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104899735-3f3f0d0e/
Kia Optima IV,1314098,2017,116666,седан,белый,2.4,185,Бензин,9250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103323567-cd510cdd/
Kia Optima IV,1159000,2016,124421,седан,серый,2.0,150,Бензин,3750,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103829052-5cb6f7fd/
Kia Optima IV Рестайлинг,1629000,2018,67958,седан,коричневый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104115865-96ecdf45/
Kia Optima IV Рестайлинг,1895000,2018,29820,седан,серый,2.4,188,Бензин,5640,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104864101-8e0531a5/
Kia Optima IV,1519000,2017,81154,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104786887-f6d8fcb1/
Kia Optima IV,1549000,2016,153402,седан,синий,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104853996-39cd4043/
Kia Optima IV,1549000,2016,128681,седан,коричневый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104829804-35f3951e/
Kia Optima III Рестайлинг,965000,2013,113000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104722619-3701e116/
Kia Optima IV Рестайлинг,1280000,2018,105976,седан,белый,2.0,150,Бензин,3000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103512926-0e1b26de/
Kia Optima IV,1370000,2017,115000,седан,чёрный,2.0,150,Бензин,3150,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104703567-7d3cfb0d/
Kia Optima IV Рестайлинг,1950000,2018,36400,седан,чёрный,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104777635-22b3aebb/
Kia Optima IV Рестайлинг,1665000,2018,73500,седан,коричневый,2.4,188,Бензин,7520,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104083224-6fc54f63/
Kia Optima IV,1249000,2016,99000,седан,синий,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104776996-9bedb8a6/
Kia Optima III,820000,2011,260000,седан,серый,2.0,150,Бензин,3000,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104892368-1e35772d/
Kia Optima IV,1590000,2017,76500,седан,чёрный,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104891905-d3f279e8/
Kia Optima IV Рестайлинг,1900000,2019,31158,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104775213-bad80d0e/
