Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Kia Optima IV,1720000,2017,75500,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104882703-a313159e/
Kia Optima III,879000,2012,116243,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104614108-1e562623/
Kia Optima III Рестайлинг,1100000,2015,115607,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104880597-dce5a92c/
Kia Optima IV Рестайлинг,1500000,2019,159200,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104879724-aabd0a08/
Kia Optima IV,1560000,2017,60067,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104879588-183fb46a/
Kia Optima IV Рестайлинг,1699000,2019,64100,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104608378-ff599342/
Kia Optima IV Рестайлинг,1583000,2020,61408,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104604604-2c1a4833/
Kia Optima IV,1050000,2018,116450,седан,синий,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104878845-98f8b624/
Kia Optima IV Рестайлинг,1550000,2019,48000,седан,белый,2.0,150,Бензин,5250,механическая,передний,Левый,Не требует ремонта,1,Оригинал,1.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104878841-13f45487/
Kia Optima IV Рестайлинг,1399000,2019,118394,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104250095-b8a361d2/
Kia Optima IV,1465000,2016,140225,седан,серый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104145833-168892a4/
Kia Optima IV,1199000,2017,141000,седан,синий,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104598582-4410e5f1/
Kia Optima IV,1465000,2018,110000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104878326-bb27dab5/
Kia Optima IV,1280000,2016,146000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104877993-d21e4bd3/
Kia Optima IV Рестайлинг,1900000,2020,16400,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104877538-e8947d9c/
Kia Optima IV Рестайлинг,1355000,2019,110000,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104581664-c3bf0919/
Kia Optima IV Рестайлинг,1680000,2018,87200,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104142714-8fb7770f/
Kia Optima III,1100000,2011,170000,седан,серый,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104874735-bbcb096c/
Kia Optima III Рестайлинг,1189000,2014,118366,седан,чёрный,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104262821-21f7c061/
Kia Optima IV,1680000,2018,73000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104873219-d9e38710/
Kia Optima IV Рестайлинг,1574000,2019,59800,седан,коричневый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104187116-34d7ae00/
Kia Optima IV Рестайлинг,1740000,2019,12000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104048007-8de934ba/
Kia Optima IV,1150000,2018,253000,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104871773-8bb6e0dc/
Kia Optima IV Рестайлинг,980000,2019,169857,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104870835-6643cfcd/
Kia Optima IV Рестайлинг,1049000,2019,216106,седан,жёлтый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103897638-9ae86f0f/
Kia Optima IV Рестайлинг,1200000,2019,56000,седан,жёлтый,2.0,150,Бензин,5250,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104870250-d69b3c32/
Kia Optima IV Рестайлинг,1150000,2019,105000,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104680015-02d5ba30/
Kia Optima IV Рестайлинг,1175000,2019,145090,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104145575-ddbe9310/
Kia Optima IV Рестайлинг,1049000,2019,171147,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104636698-1aa23846/
Kia Optima IV,1524900,2018,71354,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104147101-2cc11421/
Kia Optima IV Рестайлинг,1250000,2019,77777,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103921867-40e08217/
Kia Optima IV Рестайлинг,1535000,2019,46000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103517365-ad17564e/
Kia Optima III,795000,2011,275000,седан,чёрный,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,9.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104752530-f53297ff/
Kia Optima IV Рестайлинг,1799000,2020,100,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104082235-d7395a25/
Kia Optima IV Рестайлинг,1300000,2019,80000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101717900-b22cde4a/
Kia Optima III,765000,2011,135000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103961444-2b59cfca/
Kia Optima IV Рестайлинг,1200000,2019,80000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104776667-d0963e4c/
Kia Optima IV Рестайлинг,1200000,2019,85000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103928157-ebc3f2b2/
Kia Optima IV Рестайлинг,1240000,2019,74107,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104803578-46ea7762/
Kia Optima IV Рестайлинг,1400000,2019,64000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103719684-b02688f3/
Kia Optima IV Рестайлинг,1433250,2018,59516,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103759592-e74a618d/
Kia Optima IV Рестайлинг,1550000,2019,45000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104129652-bbc7709a/
Kia Optima IV,1585000,2018,43600,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103200846-0ee8c152/
Kia Optima IV Рестайлинг,1300000,2019,99900,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104637478-2175d09a/
Kia Optima IV,1220000,2018,122000,седан,жёлтый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102261543-6d8208e6/
Kia Optima IV Рестайлинг,1500000,2019,64000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1099608492-67d603a9/
Kia Optima IV Рестайлинг,1500000,2019,17000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103985976-f971e56d/
Kia Optima IV Рестайлинг,1570000,2019,33550,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104625238-5fe074e8/
Kia Optima IV Рестайлинг,1320000,2019,163000,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104859929-0fa1b2e7/
Kia Optima IV,940000,2017,230000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104137465-3e5e3dd7/
Kia Optima IV,900000,2017,135000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104227697-1ea196f0/
Kia Optima IV,1499000,2017,91799,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104248790-b21f168d/
Kia Optima IV,899000,2017,164000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103505448-7b1ff240/
Kia Optima IV,1195000,2017,125000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104015487-92b6753a/
Kia Optima IV Рестайлинг,1100000,2019,70800,седан,жёлтый,2.0,150,Бензин,5250,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104100459-ec5bd60e/
Kia Optima IV Рестайлинг,1495000,2019,45500,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104185942-54997d85/
Kia Optima IV,1260000,2017,93000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101581041-253a2d19/
Kia Optima IV Рестайлинг,1270000,2019,74000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104718166-c4c14a0e/
Kia Optima IV,1320000,2016,104000,седан,синий,2.4,185,Бензин,9250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1092891156-76832e58/
Kia Optima IV Рестайлинг,1850000,2019,17000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103393940-a6620e49/
Kia Optima IV Рестайлинг,1690000,2019,52000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1094725196-6659d07d/
Kia Optima IV Рестайлинг,1500000,2018,83000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101425599-6e21953d/
Kia Optima IV,950000,2017,91000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104712603-0bfaca47/
Kia Optima IV Рестайлинг,1791000,2020,40000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103984799-99431b36/
Kia Optima IV,900000,2017,350000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101757646-ec130c9a/
Kia Optima IV Рестайлинг,1150000,2018,139096,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103038332-6177aa60/
Kia Optima IV Рестайлинг,2500000,2020,5216,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104605993-171b5da3/
Kia Optima IV Рестайлинг,1310000,2019,40800,седан,белый,2.0,150,Бензин,5250,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102952733-50624376/
Kia Optima IV Рестайлинг,1650000,2018,68277,седан,чёрный,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104118978-68fe95fe/
Kia Optima IV,1000000,2017,244000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102584219-f312db76/
Kia Optima IV Рестайлинг,1480000,2019,130000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103826369-5721bd74/
Kia Optima IV,1380000,2017,100000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101438465-5d50e750/
Kia Optima IV Рестайлинг,1850000,2020,45000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103880461-cfaf2321/
Kia Optima IV Рестайлинг,1700000,2018,51000,седан,чёрный,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1087498692-75a2f0e8/
Kia Optima IV,1510000,2018,75000,седан,синий,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102447726-1b87f18f/
Kia Optima IV Рестайлинг,1270000,2019,111999,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103747657-9c0d231e/
Kia Optima IV Рестайлинг,1350000,2019,145000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104828009-38d6ce09/
Kia Optima IV Рестайлинг,1550000,2018,138000,седан,чёрный,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103837509-01240e1e/
Kia Optima IV Рестайлинг,1550000,2019,32500,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104078595-be43b239/
Kia Optima IV,1500000,2017,125000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102902179-d855d205/
Kia Optima IV Рестайлинг,1450000,2019,70000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104844857-6f947d31/
Kia Optima IV,1450000,2017,60000,седан,серый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104689918-712ad392/
Kia Optima IV Рестайлинг,1045000,2018,213000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104818129-8e120901/
Kia Optima IV Рестайлинг,1350000,2019,130000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103851060-4f7d4cd4/
Kia Optima IV Рестайлинг,1720000,2019,22800,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103514918-a9d3bfaa/
Kia Optima IV Рестайлинг,1650000,2019,20000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1096057318-a7aa323e/
Kia Optima IV,1250000,2016,93000,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103645284-5d25565a/
Kia Optima IV Рестайлинг,1620000,2018,18500,седан,жёлтый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1087701974-7fa48654/
Kia Optima IV Рестайлинг,1600000,2019,98000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103589473-2a16841a/
Kia Optima IV Рестайлинг,1690000,2019,54300,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103526979-b314a2f4/
Kia Optima IV,1320000,2016,64000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1090256010-9e2315da/
Kia Optima IV Рестайлинг,1810000,2018,61000,седан,чёрный,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103503725-cef86e21/
Kia Optima IV Рестайлинг,1550000,2019,46300,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103081179-b0ce78f8/
Kia Optima IV Рестайлинг,1630000,2019,16200,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104063585-632b4639/
Kia Optima IV Рестайлинг,1400000,2019,55000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104626946-028646fa/
Kia Optima IV,1520000,2017,84821,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104849046-3d2cf033/
Kia Optima IV Рестайлинг,1675000,2018,65000,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104858717-f5074ce3/
Kia Optima IV Рестайлинг,1550000,2019,48000,седан,жёлтый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104729207-c6349534/
Kia Optima IV,1550000,2017,81000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104804197-08823b6b/
Kia Optima III,860000,2012,195000,седан,серый,2.0,165,Бензин,7425,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104604059-53de28a0/
Kia Optima IV Рестайлинг,1090000,2018,214000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104857656-5b33ec37/
Kia Optima IV Рестайлинг,1170000,2018,183388,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103284700-5326bd41/
Kia Optima IV Рестайлинг,1670000,2019,84000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102766735-0a62a9dc/
Kia Optima IV Рестайлинг,1950000,2018,36000,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104706313-b3834d0f/
Kia Optima IV Рестайлинг,1200000,2019,160000,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104666154-3f235165/
Kia Optima IV Рестайлинг,1700000,2019,40000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103792021-1abc86c4/
Kia Optima IV Рестайлинг,1800000,2019,100000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104774698-125f8649/
Kia Optima IV Рестайлинг,1550000,2018,87000,седан,синий,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104784334-267d039d/
Kia Optima IV Рестайлинг,1950000,2019,11350,седан,серебристый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101330200-7cc54615/
Kia Optima IV Рестайлинг,1600000,2019,45970,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103642810-8ccb337a/
Kia Optima IV Рестайлинг,1595000,2019,97900,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104828166-0bf2b303/
Kia Optima IV,1540000,2017,81000,седан,синий,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104842094-5353e44b/
Kia Optima IV Рестайлинг,1650000,2018,80000,седан,синий,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104236749-e6e7cfe6/
Kia Optima IV,900000,2016,350000,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104789192-46eb9eb2/
Kia Optima IV,980000,2016,283000,седан,жёлтый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103716386-6d58e38d/
Kia Optima IV Рестайлинг,1570000,2019,64000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103966977-1655fcc2/
Kia Optima IV,1450000,2018,65000,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1091789684-703e437d/
