Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес 
Kia Rio IV Рестайлинг,1185000,2020,16333,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104667862-3f538a89/
Kia Rio X-Line IV,818000,2018,92808,хэтчбек 5 дв.,синий,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104736114-940e5582/
Kia Rio IV,980000,2018,36000,седан,серый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104887695-9733aa95/
Kia Rio III Рестайлинг,720000,2016,38367,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103971873-54d86cb0/
Kia Rio 6-speed III,649000,2014,114191,седан,бежевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104714734-dfaf0007/
Kia Rio IV,1075000,2019,13000,седан,оранжевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104709631-d3c99849/
Kia Rio IV,839000,2017,83646,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104691448-2d6555ea/
Kia Rio III Рестайлинг,818000,2016,47166,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104690603-07c9c340/
Kia Rio IV,811000,2017,81554,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104691472-ccd856ea/
Kia Rio IV Рестайлинг,1188000,2020,18878,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104269130-be0b835a/
Kia Rio IV,1105000,2020,19000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104069174-94bf1cab/
Kia Rio III Рестайлинг,745000,2016,71000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104195860-e6499cc9/
Kia Rio IV,985000,2017,100000,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104598954-5600208c/
Kia Rio 6-speed III,705000,2015,104000,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104130699-2c6000b6/
Kia Rio III Рестайлинг,580000,2016,190000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104886499-fee31d51/
Kia Rio III Рестайлинг,730000,2016,220000,седан,белый,1.6,123,"Бензин, газобаллонное оборудование",3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104886480-111595d4/
Kia Rio IV,900000,2017,69914,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104672030-dbc6dbda/
Kia Rio III Рестайлинг,485000,2015,353556,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104282370-ff92ceaa/
Kia Rio III,587000,2013,83794,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104229844-835519c6/
Kia Rio III Рестайлинг,687000,2015,86997,хэтчбек 5 дв.,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103964096-71ac21f5/
Kia Rio 4-speed III,650000,2013,204000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1100240966-a0fa9d2f/
Kia Rio I,188000,2001,153000,седан,бежевый,1.5,98,Бензин,1176,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104805495-faf7a9b7/
Kia Rio 4-speed III,465000,2012,220000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104886053-55381891/
Kia Rio II Рестайлинг,520000,2010,80795,седан,синий,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104885308-dfe71e4d/
Kia Rio II Рестайлинг,455000,2010,110000,хэтчбек 5 дв.,серебристый,1.4,95,Бензин,950,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104649231-eb2d3bbd/
Kia Rio III,550000,2012,152000,седан,чёрный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104885229-477ac5fb/
Kia Rio IV,1077000,2020,26143,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104041708-f9444f92/
Kia Rio X-Line IV,940000,2018,52110,хэтчбек 5 дв.,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104041707-2b6794b8/
Kia Rio II Рестайлинг,455000,2010,102300,седан,серый,1.4,95,Бензин,1140,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104803977-25236481/
Kia Rio III Рестайлинг,815000,2016,25547,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104636662-3c5b48e6/
Kia Rio II Рестайлинг,480000,2010,204000,седан,синий,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104883772-6954e706/
Kia Rio III Рестайлинг,600000,2016,145000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104882844-c8e7e2d6/
Kia Rio II,360000,2008,205500,седан,бежевый,1.4,97,Бензин,1164,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104882851-b1acade4/
Kia Rio IV,850000,2018,147000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104882782-1ff011f8/
Kia Rio II Рестайлинг,375000,2010,108000,хэтчбек 5 дв.,синий,1.4,97,Бензин,1164,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104802802-3702e806/
Kia Rio IV,1100000,2020,18452,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104882207-a67e25a3/
Kia Rio IV,1100000,2020,18452,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104882207-a67e25a3/
Kia Rio IV,1112000,2019,61160,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104880871-a8d38cfd/
Kia Rio III,465000,2014,120000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104880760-e3fbfb44/
Kia Rio X-Line IV,1050000,2019,100000,хэтчбек 5 дв.,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.4,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104880102-fcbbe75a/
Kia Rio X-Line IV,1140000,2019,1555,хэтчбек 5 дв.,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104614138-6424e087/
Kia Rio IV,1080000,2019,50000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104878943-ee45619b/
Kia Rio I,125000,2002,189000,универсал 5 дв.,красный,1.3,84,Бензин,1008,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104270818-aca33be1/
Kia Rio IV Рестайлинг,1230000,2020,27000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104608532-6d9acc2b/
Kia Rio 4-speed III,604000,2013,108927,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104604545-af8d7611/
Kia Rio III,490000,2013,143233,седан,синий,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104766238-818805ac/
Kia Rio III Рестайлинг,825000,2015,65700,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104877923-4ab26319/
Kia Rio III Рестайлинг,520000,2015,188000,седан,чёрный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104667413-a58da704/
Kia Rio II,330000,2007,165603,хэтчбек 5 дв.,чёрный,1.4,97,Бензин,1164,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104635293-77ec21c6/
Kia Rio IV,960000,2018,15400,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104200634-25cf2c49/
Kia Rio IV,1075000,2019,7417,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104167532-b26ee574/
Kia Rio IV,798000,2017,115166,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104251586-9591531a/
Kia Rio X-Line IV,1005000,2018,55012,хэтчбек 5 дв.,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104234274-46425f57/
Kia Rio III Рестайлинг,350000,2015,200000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104873477-91b88aaa/
Kia Rio III Рестайлинг,480000,2016,240000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104873483-6b27584b/
Kia Rio II Рестайлинг,450000,2011,111270,седан,бежевый,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104207381-5dfe9b00/
Kia Rio 4-speed III,690000,2013,79500,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,8.1,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104872628-1449d48d/
Kia Rio 4-speed III,555000,2012,150000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104762005-71a9592a/
Kia Rio IV,860000,2018,11547,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104872044-8b2b2cc2/
Kia Rio IV,1050000,2019,56500,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104872179-72a514e1/
Kia Rio III Рестайлинг,470000,2016,189000,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104870554-f24e8bda/
Kia Rio X IV Рестайлинг,1425000,2021,9074,хэтчбек 5 дв.,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104867016-7b9570f5/
Kia Rio IV Рестайлинг,1505000,2021,4,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103264874-48ede281/
Kia Rio I,105000,2001,162999,седан,зелёный,1.5,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104709695-4420c2a9/
Kia Rio III Рестайлинг,800000,2016,70000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.6,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104869263-0c14f311/
Kia Rio IV,769000,2019,105605,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104637015-7eab0d1e/
Kia Rio II Рестайлинг,510000,2010,51030,хэтчбек 5 дв.,серый,1.4,95,Бензин,1140,механическая,передний,Левый,Не требует ремонта,1,Оригинал,11.1,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104869410-70c0e0fc/
Kia Rio IV Рестайлинг,1130000,2020,13000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104860318-e6e5c0f4/
Kia Rio IV Рестайлинг,1250000,2020,4500,седан,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,8.7,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103810415-722ef866/
Kia Rio IV Рестайлинг,1520000,2021,14400,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104237286-6c5daae3/
Kia Rio IV Рестайлинг,1290000,2020,7900,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,8.7,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104822075-c1572f18/
Kia Rio III,485000,2013,118500,хэтчбек 5 дв.,серебристый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104867993-9d9fdaca/
Kia Rio III Рестайлинг,840000,2017,117000,хэтчбек 5 дв.,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104867021-d93f8be1/
Kia Rio IV Рестайлинг,1150000,2020,25000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,8.7,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104734985-9f51a7ef/
Kia Rio X IV Рестайлинг,1357000,2021,5284,хэтчбек 5 дв.,голубой,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104791325-022e0def/
Kia Rio III Рестайлинг,715000,2017,135600,хэтчбек 5 дв.,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104864799-bc45f297/
Kia Rio II Рестайлинг,470000,2010,102000,хэтчбек 5 дв.,белый,1.4,97,Бензин,1164,механическая,передний,Левый,Не требует ремонта,1,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104867071-7b46b7c7/
Kia Rio III,350000,2014,418000,хэтчбек 5 дв.,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104866030-dfa7dc14/
Kia Rio III Рестайлинг,490000,2016,136000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104860735-ad3e6607/
Kia Rio IV,825000,2018,96900,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104865113-5d48d777/
Kia Rio I Рестайлинг,115000,2003,160000,универсал 5 дв.,чёрный,1.5,97,Бензин,1164,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104757309-7d57bb91/
Kia Rio III Рестайлинг,520000,2017,186000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104694179-ef1d6b32/
Kia Rio III Рестайлинг,580000,2016,173253,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103207400-45fd9710/
Kia Rio IV,800000,2017,56045,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103947369-0d7e5549/
Kia Rio IV,700000,2018,80000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103118597-5ff3931c/
Kia Rio III Рестайлинг,895000,2017,87000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104705012-4d2f37be/
Kia Rio III Рестайлинг,680000,2017,77300,хэтчбек 5 дв.,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103111987-762fd420/
Kia Rio III Рестайлинг,550000,2016,200000,седан,серебристый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103932153-4a5a9869/
Kia Rio III Рестайлинг,420000,2016,250000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103916996-400ea1e1/
Kia Rio II Рестайлинг,260000,2011,174580,седан,белый,1.4,95,Бензин,1140,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104042447-69efce2e/
Kia Rio III Рестайлинг,631599,2015,121102,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104630866-e3433efa/
Kia Rio III Рестайлинг,600000,2017,120000,хэтчбек 5 дв.,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104091689-dcb3f80f/
Kia Rio III Рестайлинг,800000,2017,38000,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103734486-80281516/
Kia Rio 4-speed III,450000,2013,238900,хэтчбек 5 дв.,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104581314-4f828b29/
Kia Rio III Рестайлинг,555000,2016,180000,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104094908-f37dc4d6/
Kia Rio III,565000,2012,56000,седан,зелёный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103262415-9356ebca/
Kia Rio III Рестайлинг,510000,2016,295000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103372175-8c1eb298/
Kia Rio III Рестайлинг,445299,2015,222000,хэтчбек 5 дв.,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104750924-d716d406/
Kia Rio IV,709799,2017,190000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104709749-2786ba45/
Kia Rio IV,680000,2017,144380,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104180203-a60fa39a/
Kia Rio III Рестайлинг,450000,2016,192000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103616619-7afae2e3/
Kia Rio 5-speed III,553500,2013,124400,хэтчбек 5 дв.,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1102952846-75510709/
Kia Rio III,428000,2012,145000,седан,серый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104601218-b663595d/
Kia Rio IV,799999,2017,166088,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104791457-25e40f03/
Kia Rio IV,699000,2018,149000,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104790189-30fd55fb/
Kia Rio IV,890000,2018,59339,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104066291-304fc9ba/
Kia Rio IV,695000,2017,128000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104845786-872216a4/
Kia Rio III Рестайлинг,420000,2015,363000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103128489-da735b97/
Kia Rio I,55000,2000,90000,седан,золотистый,1.5,97,Бензин,1164,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104755892-9e8c95c1/
Kia Rio III,410000,2014,272492,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104196626-4d88fa2a/
Kia Rio III,410000,2014,272492,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104196626-4d88fa2a/
Kia Rio 4-speed III,590000,2012,125000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104788339-f64c84eb/
Kia Rio III,480000,2013,168000,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104800083-46558e93/
Kia Rio 4-speed III,612000,2012,145000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104097732-aacdd21d/
Kia Rio I Рестайлинг,150000,2004,360000,универсал 5 дв.,серебристый,1.5,97,Бензин,1164,механическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103918210-3bbcb3ea/
Kia Rio III,500000,2014,260000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103118201-954327c4/
Kia Rio III,510000,2013,63000,хэтчбек 5 дв.,красный,1.4,107,Бензин,3638,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104095216-41a7d177/
Kia Rio 4-speed III,480000,2013,245000,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104667912-c292412b/
