Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес 
Kia Rio 4-speed III,550000,2012,126671,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104665846-22a53276/
Kia Rio 5-speed III,540000,2014,125000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,7.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103114614-15b852db/
Kia Rio IV,960000,2019,67000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104632656-126e1675/
Kia Rio III Рестайлинг,868000,2016,31000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104092103-aecd6c54/
Kia Rio III,389000,2013,180000,седан,голубой,1.4,107,"Бензин, газобаллонное оборудование",2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104621916-05e1a6fa/
Kia Rio IV,950000,2019,164400,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104854578-8829a173/
Kia Rio IV,850000,2018,67000,седан,бежевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.4,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103330775-b423757c/
Kia Rio X-Line IV,1020000,2018,42369,хэтчбек 5 дв.,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104606052-f7716ca5/
Kia Rio III Рестайлинг,380000,2015,307000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103913574-cb007fd6/
Kia Rio IV,765000,2017,93000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104069120-48458380/
Kia Rio 4-speed III,615000,2012,77850,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,9.3,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104828807-47b2c2bd/
Kia Rio IV,850000,2017,119000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104694974-aa4e66e7/
Kia Rio III Рестайлинг,670000,2015,90000,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103473755-c8b554a2/
Kia Rio III Рестайлинг,500000,2016,220000,хэтчбек 5 дв.,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104783314-aa0822ae/
Kia Rio III Рестайлинг,685000,2016,79009,седан,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104859415-05acbc90/
Kia Rio IV,880000,2017,110400,седан,белый,1.4,100,"Бензин, газобаллонное оборудование",1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103500395-88cfaa4f/
Kia Rio III Рестайлинг,620000,2016,257999,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104777434-97f0d747/
Kia Rio IV,795000,2018,76000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103772509-3d322409/
Kia Rio III Рестайлинг,660000,2015,189917,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.3,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103661414-412565b8/
Kia Rio III,560000,2015,140400,хэтчбек 5 дв.,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103928944-a72a0008/
Kia Rio III,599000,2013,74000,седан,чёрный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103250469-ff334bd0/
Kia Rio IV,730000,2017,208000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104722929-6436c579/
Kia Rio IV,950000,2018,17000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103229745-d7db45f7/
Kia Rio IV,720000,2017,167000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104638332-53b542be/
Kia Rio III Рестайлинг,590000,2015,238000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1102091206-b39d9df8/
Kia Rio II Рестайлинг,530000,2011,147877,хэтчбек 5 дв.,серебристый,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104636158-52bc7765/
Kia Rio III,340000,2012,240000,седан,серый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104850690-966288a9/
Kia Rio III Рестайлинг,723000,2015,80000,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104786624-204d4109/
Kia Rio IV,790000,2018,57313,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104137463-6674a612/
Kia Rio III Рестайлинг,799000,2016,83000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104773757-9a2ec389/
Kia Rio 4-speed III,520000,2012,152356,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103939732-d63079e2/
Kia Rio 4-speed III,620000,2012,80000,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103699618-baef0d95/
Kia Rio IV,750000,2018,159600,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104614336-6fe28e0f/
Kia Rio IV,820000,2017,100000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.7,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104847604-a72de5c6/
Kia Rio IV,810000,2017,48221,седан,красный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103323686-05813562/
Kia Rio IV,750000,2018,150000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104678080-e81185b3/
Kia Rio IV,719000,2018,135000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103839771-f66c5705/
Kia Rio III Рестайлинг,700000,2016,48800,седан,синий,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,4.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104701799-88fd48c1/
Kia Rio IV,800000,2019,53500,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103683048-ca2d91db/
Kia Rio IV,860000,2018,118000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104691654-c2adbaeb/
Kia Rio II,379000,2006,117445,хэтчбек 5 дв.,синий,1.4,97,Бензин,1164,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104033259-a3240cc6/
Kia Rio III Рестайлинг,480000,2016,200000,седан,коричневый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,5.5,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103009689-2a44091d/
Kia Rio III Рестайлинг,750000,2015,102000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,6.3,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104849760-8e21e995/
Kia Rio III Рестайлинг,800000,2017,115500,седан,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104750716-c14909c6/
Kia Rio III Рестайлинг,630000,2015,100300,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104752185-2a00a2ef/
Kia Rio IV,680000,2017,145000,седан,белый,1.6,123,"Бензин, газобаллонное оборудование",3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103652267-7074201b/
Kia Rio IV,900000,2017,140000,седан,оранжевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104682875-a6befdd1/
Kia Rio III,530000,2014,100000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1101107382-42a1bbb9/
Kia Rio IV,805000,2018,142100,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104236117-22259251/
Kia Rio IV,810000,2018,140000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.6,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104846599-d0c7c17d/
Kia Rio IV,895000,2017,63541,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104781913-1bc3c9d0/
Kia Rio IV,800000,2017,151200,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104718482-85897486/
Kia Rio IV,570000,2017,225663,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104832034-73f685e7/
Kia Rio 5-speed III,495000,2012,152000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103169369-66ed7478/
Kia Rio IV,630000,2017,180000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104653813-2f7b4c35/
Kia Rio IV,680000,2017,100000,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1102920320-443aed4d/
Kia Rio 5-speed III,600000,2014,70700,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,1.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104240386-0d6f8670/
Kia Rio III Рестайлинг,540000,2016,200000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104774426-103328b0/
Kia Rio IV,600000,2017,190000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103634357-cd6a00f8/
Kia Rio I Рестайлинг,125000,2003,189000,седан,фиолетовый,1.5,98,Бензин,1176,механическая,передний,Левый,Не требует ремонта,2,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103762066-22544dce/
Kia Rio 4-speed III,475000,2012,357000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104845367-4d487138/
Kia Rio II Рестайлинг,370000,2011,99950,седан,чёрный,1.4,95,Бензин,1140,механическая,передний,Левый,Не требует ремонта,2,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104860050-9b09b52d/
Kia Rio 6-speed III,610000,2015,310000,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104792983-3d56b695/
Kia Rio III Рестайлинг,690000,2016,201000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104714773-dbba5edd/
Kia Rio III Рестайлинг,665000,2015,63110,седан,серый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104727223-071dbe5a/
Kia Rio III Рестайлинг,600000,2016,175000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104149955-35c0db30/
Kia Rio III,450000,2014,133000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103762286-ae472f67/
Kia Rio 6-speed III,600000,2014,128000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,6.7,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1102873702-2c669a2c/
Kia Rio 6-speed III,550000,2014,180163,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103398173-079e32e1/
Kia Rio 5-speed III,730000,2014,39752,седан,серебристый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104235718-1a74f21f/
Kia Rio III,590000,2011,147350,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103904216-7b346df5/
Kia Rio IV,770000,2018,17000,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104817108-78359ca9/
Kia Rio II Рестайлинг,450000,2010,49800,хэтчбек 5 дв.,красный,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104625205-365e0bc1/
Kia Rio III,560000,2015,191000,седан,коричневый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104840681-7af99319/
Kia Rio III Рестайлинг,500000,2015,167000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104851256-e452f361/
Kia Rio III Рестайлинг,699000,2016,90000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104747788-70d0b513/
Kia Rio III Рестайлинг,720000,2016,58000,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103924919-a67eef52/
Kia Rio 4-speed III,700000,2012,157000,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104605873-c659de4d/
Kia Rio III,450000,2014,101000,седан,серебристый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1086218732-f00bb763/
Kia Rio 4-speed III,530000,2011,207000,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103519056-1f0c3cb7/
Kia Rio IV,550000,2017,300000,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104761337-c87550c1/
Kia Rio IV,800000,2018,123642,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104258538-a40bd2b6/
Kia Rio I,130000,2002,259709,универсал 5 дв.,серый,1.5,95,Бензин,1140,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1102867910-dbd06308/
Kia Rio II Рестайлинг,530000,2011,75300,хэтчбек 5 дв.,серый,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,5.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104683452-c897ba94/
Kia Rio IV,890000,2017,105115,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104577478-392339a1/
Kia Rio II Рестайлинг,650000,2011,20602,седан,чёрный,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104849854-05e35164/
Kia Rio 5-speed III,390000,2012,202000,седан,бежевый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103941037-97737934/
Kia Rio III Рестайлинг,620000,2015,215253,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103718720-2c2d9b3b/
Kia Rio IV,610000,2017,184000,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104602903-8c5cbe95/
Kia Rio 4-speed III,550000,2013,118000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103032353-8b6565e3/
Kia Rio III Рестайлинг,750000,2016,310766,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103962853-6583d277/
Kia Rio 4-speed III,810000,2014,143000,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104802518-0dcec68b/
Kia Rio 6-speed III,400000,2014,306000,седан,синий,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,5.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104239762-90b14694/
Kia Rio III Рестайлинг,659000,2017,236000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,4.4,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104822907-4d35efc5/
Kia Rio II,280000,2007,241000,хэтчбек 5 дв.,бежевый,1.4,97,Бензин,1164,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104278229-30f13ce0/
Kia Rio III,380000,2013,451172,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104020281-dc17d033/
Kia Rio III,600000,2014,151000,седан,чёрный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,6.7,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104701010-7f119283/
Kia Rio 5-speed III,580000,2012,60000,хэтчбек 5 дв.,голубой,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104683236-3553b55c/
Kia Rio III Рестайлинг,420000,2015,350000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104859583-549b84c4/
Kia Rio 4-speed III,550000,2012,209000,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,8.7,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104092278-fd8a3459/
Kia Rio III Рестайлинг,569999,2015,189000,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104279218-7e143613/
Kia Rio IV,750000,2018,102804,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104796687-6a28f73f/
Kia Rio II Рестайлинг,345000,2010,193000,хэтчбек 5 дв.,чёрный,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1101093338-e77ef7a7/
Kia Rio 5-speed III,460000,2011,260000,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,10.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104063861-e02dca13/
Kia Rio IV,540000,2017,202492,седан,жёлтый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104831748-e7fdba47/
Kia Rio III Рестайлинг,450000,2016,200000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104033528-d43b781c/
Kia Rio II Рестайлинг,490000,2010,93000,хэтчбек 5 дв.,оранжевый,1.4,95,Бензин,1140,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104829462-59af2012/
Kia Rio III,580000,2014,95384,хэтчбек 5 дв.,коричневый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104172405-90bfaa73/
Kia Rio I Рестайлинг,250000,2004,154000,седан,золотистый,1.5,97,Бензин,1164,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1099088028-191f2414/
Kia Rio 5-speed III,630000,2013,130268,седан,бежевый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,8.3,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103761114-ce31f56c/
Kia Rio 4-speed III,580000,2012,119000,седан,голубой,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104112659-4d4d5b24/
Kia Rio 5-speed III,530000,2013,104000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104719260-f51f4b17/
Kia Rio 4-speed III,510000,2011,250000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1103245631-f1fd2d5a/
Kia Rio 5-speed III,580000,2013,119000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104577505-328b75b8/
Kia Rio III Рестайлинг,505000,2015,185000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104830035-d66a376d/
Kia Rio III,405000,2014,225000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104855492-22a51916/
Kia Rio III,390000,2012,158000,седан,серый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104235403-5c2cca6e/
Kia Rio I Рестайлинг,230000,2004,100000,универсал 5 дв.,серебристый,1.5,97,Бензин,1164,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,8.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1064360162-7cecc2/
Kia Rio 4-speed III,600000,2011,187000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.2,Растаможен,https://auto.ru/cars/used/sale/kia/rio/1104657548-b3683838/
