Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Hyundai Sonata VII (LF) Рестайлинг,990000,2018,215000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103152599-f55e0bb8/
Hyundai Sonata VII (LF) Рестайлинг,1500000,2019,90200,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104171605-910b558a/
Hyundai Sonata VII (LF) Рестайлинг,1610000,2018,65000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102986483-db0f6962/
Hyundai Sonata VII (LF) Рестайлинг,1488000,2019,25590,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103781335-c8646328/
Hyundai Sonata VII (LF) Рестайлинг,1370000,2019,101700,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104848784-e193144a/
Hyundai Sonata VII (LF) Рестайлинг,1179999,2018,59500,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104782153-4a8345e7/
Hyundai Sonata VII (LF) Рестайлинг,1050000,2017,265000,седан,белый,2.0,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102721001-d4cce9ee/
Hyundai Sonata VII (LF) Рестайлинг,1200000,2017,120000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104786089-146d26da/
Hyundai Sonata VII (LF) Рестайлинг,1100000,2018,143000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104690979-3e548aca/
Hyundai Sonata VII (LF) Рестайлинг,1650000,2019,50000,седан,серый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102482519-ec9d3384/
Hyundai Sonata VII (LF) Рестайлинг,1490000,2019,40250,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104708279-2492dd6f/
Hyundai Sonata VII (LF) Рестайлинг,1510000,2019,45600,седан,серебристый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104068266-ca5b61f5/
Hyundai Sonata VII (LF) Рестайлинг,1350000,2018,59000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104244999-be3536ad/
Hyundai Sonata VII (LF) Рестайлинг,1450000,2018,55000,седан,чёрный,2.0,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103649411-55d58df5/
Hyundai Sonata VI (YF),570000,2011,300000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,7.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103152692-3f5f99ad/
Hyundai Sonata III,110000,1994,31000,седан,синий,2.0,105,Бензин,2625,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104673222-9aaedb7f/
Hyundai Sonata VII (LF) Рестайлинг,1290000,2019,147000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103682548-9d6183eb/
Hyundai Sonata VII (LF) Рестайлинг,1580000,2019,43727,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104674027-ce4c2316/
Hyundai Sonata VII (LF) Рестайлинг,1500000,2019,107000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103146538-1a291e45/
Hyundai Sonata VII (LF) Рестайлинг,1570000,2018,97000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104139870-2a196526/
Hyundai Sonata VII (LF) Рестайлинг,1650000,2019,36000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104162104-6361e585/
Hyundai Sonata VII (LF) Рестайлинг,1500000,2018,53000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104018117-1abe358a/
Hyundai Sonata VII (LF) Рестайлинг,1699999,2019,105000,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103805026-f0dfc3c6/
Hyundai Sonata VII (LF) Рестайлинг,1300000,2018,180000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104213399-10803903/
Hyundai Sonata VII (LF) Рестайлинг,1700000,2018,57000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104734421-aa009157/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,377000,2011,217000,седан,чёрный,2.0,137,Бензин,4795,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104821770-9b443cf5/
Hyundai Sonata VII (LF) Рестайлинг,1600000,2017,84000,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104630056-1b57aa23/
Hyundai Sonata VII (LF) Рестайлинг,1550000,2019,140000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104761099-ddf0ec17/
Hyundai Sonata VI (YF),1050000,2012,61500,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1100471946-01c2cc89/
Hyundai Sonata VII (LF) Рестайлинг,1150000,2018,183212,седан,белый,2.0,152,"Бензин, газобаллонное оборудование",6840,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104838725-9a7bb6f3/
Hyundai Sonata VI (YF),715000,2011,176000,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104063494-564c3aae/
Hyundai Sonata IV (EF) Рестайлинг,159000,2003,250000,седан,серебристый,2.0,131,Бензин,4585,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,8.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102874979-399e03fe/
Hyundai Sonata VI (YF),920000,2011,65000,седан,чёрный,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103774236-a5d17dd8/
Hyundai Sonata VI (YF),695000,2011,130000,седан,синий,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103501601-1f7cc4e8/
Hyundai Sonata VII (LF) Рестайлинг,1350000,2018,129864,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104653857-71b9cb25/
Hyundai Sonata VI (YF),750000,2011,148000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104583815-3a676c02/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,100000,2005,184000,седан,зелёный,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1101912407-485b447b/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,260000,2006,145000,седан,бежевый,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104642137-10512fdb/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,210000,2004,183000,седан,чёрный,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104799765-9fc70b0d/
Hyundai Sonata VI (YF),850000,2012,123000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,5.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104740765-86c051ef/
Hyundai Sonata VI (YF),880000,2011,43000,седан,серый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104604145-5a6564cc/
Hyundai Sonata V (NF),380000,2006,200000,седан,чёрный,2.4,161,Бензин,7245,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,12.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104177007-914b3e72/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,650000,2011,83000,седан,чёрный,2.0,137,Бензин,4795,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104655163-9c688e49/
Hyundai Sonata VI (YF),770000,2011,140000,седан,чёрный,2.4,178,Бензин,8900,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103481867-65c945d2/
Hyundai Sonata III,74000,1995,200000,седан,синий,1.8,98,Бензин,1176,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104780435-cafc0e36/
Hyundai Sonata V (NF),680000,2008,172000,седан,красный,2.0,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104727897-8245bb61/
Hyundai Sonata V (NF),350000,2005,209000,седан,серебристый,2.4,161,Бензин,7245,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104836795-b5419327/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,110000,2005,230000,седан,бежевый,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104081863-5336b908/
Hyundai Sonata V (NF),470000,2008,264701,седан,чёрный,2.0,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104850969-d8e8fbca/
Hyundai Sonata VI (YF),700000,2011,136500,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,2.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103214125-b1f10483/
Hyundai Sonata V (NF),530000,2007,200000,седан,чёрный,2.4,161,Бензин,7245,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1099799534-fd40a769/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,175000,2005,190000,седан,чёрный,2.0,137,Бензин,4795,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,1.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103411227-c3d03a99/
Hyundai Sonata V (NF),400000,2007,170000,седан,чёрный,2.4,161,Бензин,7245,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103898796-7c096dab/
Hyundai Sonata V (NF),360000,2006,215000,седан,серебристый,2.4,161,Бензин,7245,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104117678-27ad5b30/
Hyundai Sonata V (NF),435000,2008,130362,седан,серебристый,2.0,163,Бензин,7335,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,8.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103595200-f156c08f/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,750000,2006,186352,седан,серый,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102247693-fad4ebb2/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,225000,2006,300000,седан,чёрный,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104085489-c64ebae4/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,250000,2006,199000,седан,чёрный,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1096846928-a28478b6/
Hyundai Sonata V (NF),450000,2006,214000,седан,коричневый,2.4,161,Бензин,7245,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1101207567-e19cfa2a/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,310000,2005,215900,седан,чёрный,2.0,131,Бензин,4585,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,10.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104091805-7615d7ef/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,160000,2005,250000,седан,серебристый,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104852123-9fa223af/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,500000,2008,100000,седан,серебристый,2.0,137,Бензин,4795,механическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1098712648-607a6d64/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,625000,2009,101000,седан,серебристый,2.0,137,Бензин,4795,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103734731-b9eb0645/
Hyundai Sonata V (NF),400000,2008,240000,седан,серебристый,2.0,152,Бензин,6840,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103988384-7fca65e4/
Hyundai Sonata V (NF),425000,2006,260000,седан,пурпурный,3.3,233,Бензин,17475,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104618586-3d615227/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,270000,2005,248386,седан,чёрный,2.0,131,Бензин,4585,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102141466-c7bb2e3b/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,310000,2007,200860,седан,серый,2.0,137,Бензин,4795,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104792033-ad4f8271/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,350000,2006,283000,седан,чёрный,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1101228744-47d9a039/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,410000,2008,162000,седан,серый,2.0,137,Бензин,4795,механическая,передний,Левый,Не требует ремонта,2,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104776508-382da134/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,350000,2005,241443,седан,бежевый,2.7,172,"Бензин, газобаллонное оборудование",7740,автоматическая,передний,Левый,Не требует ремонта,1,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104783650-49a693fb/
Hyundai Sonata IV (EF) Рестайлинг,230000,2002,206974,седан,серебристый,2.4,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103571150-011c58e1/
Hyundai Sonata V (NF),450000,2007,172000,седан,чёрный,2.0,144,Бензин,5040,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103556057-b937ff5e/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,350000,2008,134000,седан,чёрный,2.0,137,Бензин,4795,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1101693341-da43a52e/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,285000,2008,281333,седан,оранжевый,2.0,137,Бензин,4795,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103793969-a2a3452e/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,230000,2006,362000,седан,серебристый,2.0,137,Бензин,4795,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104240807-c1ece08e/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,320000,2006,174000,седан,серый,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104053532-8742fa4a/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,330000,2006,387390,седан,чёрный,2.7,172,"Бензин, газобаллонное оборудование",7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104190698-52834857/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,320000,2007,180000,седан,чёрный,2.7,172,Бензин,7740,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103589143-79a4c7af/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,150000,2006,321000,седан,бежевый,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104900689-bcf480bf/
Hyundai Sonata VIII (DN8),1860000,2020,9200,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104665358-1c9d74d0/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,350000,2007,199990,седан,чёрный,2.0,137,Бензин,2740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104889070-8a59615f/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,350000,2006,234800,седан,серебристый,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104899379-b238422e/
Hyundai Sonata VIII (DN8),1839000,2019,28450,седан,чёрный,2.5,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104163574-705c98f9/
Hyundai Sonata VII (LF) Рестайлинг,1625000,2018,24658,седан,синий,2.0,150,Бензин,3750,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104810098-867dc730/
Hyundai Sonata VII (LF) Рестайлинг,1499000,2018,69755,седан,белый,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103658111-04f84eff/
Hyundai Sonata VII (LF) Рестайлинг,1465000,2018,43235,седан,белый,2.0,150,Бензин,3000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104106373-a0911bc7/
Hyundai Sonata VII (LF) Рестайлинг,1550000,2018,50970,седан,белый,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104857167-de20fbba/
Hyundai Sonata VIII (DN8),1989000,2021,3967,седан,серый,2.5,180,Бензин,8820,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104019418-fec0c3c8/
Hyundai Sonata VII (LF) Рестайлинг,1430000,2019,48589,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104075295-bf4732ff/
Hyundai Sonata VIII (DN8),1899000,2020,16685,седан,белый,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104830751-37dde84f/
Hyundai Sonata VIII (DN8),1869000,2021,48,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104816135-8ace54c3/
Hyundai Sonata VII (LF) Рестайлинг,1159000,2018,148134,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104816628-12b4881b/
Hyundai Sonata VII (LF) Рестайлинг,1790000,2017,62500,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104857050-c0b87d9e/
Hyundai Sonata VIII (DN8),1764000,2020,17000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104672007-54d9b523/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,355000,2005,257000,седан,чёрный,2.0,131,Бензин,2751,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104890072-655abb4e/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,319000,2007,198000,седан,синий,2.7,172,Бензин,8428,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104885234-f0eb4bfe/
Hyundai Sonata IV (EF) Рестайлинг,165000,2004,250000,седан,золотистый,2.7,172,Бензин,8600,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104883724-f186e53a/
Hyundai Sonata IV (EF) Рестайлинг,270000,2005,230000,седан,бежевый,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104883037-30a18865/
Hyundai Sonata VII (LF),1555000,2017,73000,седан,белый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104618930-868196e3/
Hyundai Sonata VIII (DN8),1969300,2021,5984,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104602019-7bad4ba8/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,295000,2005,163000,седан,чёрный,2.0,131,Бензин,4454,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104877304-05d78b58/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,370000,2010,137289,седан,чёрный,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,2,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104603759-01b8a3f4/
Hyundai Sonata VII (LF) Рестайлинг,1529000,2019,76112,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104876555-3eaee5d3/
Hyundai Sonata VIII (DN8),1849000,2020,11698,седан,белый,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104217874-a3964502/
Hyundai Sonata IV (EF) Рестайлинг,300000,2004,328000,седан,чёрный,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104871302-e8e8cf78/
