Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Mazda 6 III (GJ) Рестайлинг,1399000,2017,115352,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103501940-b8cd3035/

Mazda 6 I (GG) Рестайлинг,387000,2006,177554,седан,чёрный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103617352-e45518be/

Mazda 6 III (GJ),1080000,2014,114199,седан,красный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103428032-c22a6c7c/

Mazda 6 III (GJ),1199000,2013,93978,седан,красный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103605042-3a22803a/

Mazda 6 III (GJ) Рестайлинг 2,1718000,2019,43033,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102993529-001fbc43/

Mazda 6 III (GJ) Рестайлинг 2,1765000,2019,52353,седан,коричневый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103401529-5c8a73d2/

Mazda 6 II (GH),565000,2008,243000,седан,чёрный,2.5,170,Бензин,7650,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103346065-900d1e21/

Mazda 6 II (GH),495000,2007,239542,седан,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103247869-da895a7e/

Mazda 6 III (GJ),1150000,2014,177800,седан,серый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103598516-88970250/

Mazda 6 III (GJ),1189000,2014,60538,седан,белый,2.5,192,Бензин,9408,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103249900-14770d96/

Mazda 6 III (GJ),1232000,2015,131634,седан,серый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102418851-719fd357/

Mazda 6 II (GH) Рестайлинг,1195000,2012,45000,седан,коричневый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103744350-2324258e/

Mazda 6 II (GH),630000,2008,145000,лифтбек,синий,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103630216-eff398c1/

Mazda 6 III (GJ) Рестайлинг,1549000,2017,54645,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103506158-18017e2a/

Mazda 6 III (GJ),1150000,2014,85685,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103744718-2afc3027/

Mazda 6 III (GJ) Рестайлинг,1455000,2015,87000,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103748495-56ad1b67/

Mazda 6 II (GH),745000,2008,103000,седан,пурпурный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103737809-ba7281d7/

Mazda 6 III (GJ) Рестайлинг,1500000,2016,70000,седан,коричневый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101442387-672029cd/

Mazda 6 III (GJ) Рестайлинг,1470000,2018,75659,седан,коричневый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103498957-cfc3fc47/

Mazda 6 II (GH) Рестайлинг,695000,2010,149705,седан,красный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103690814-a519cfcd/

Mazda 6 I (GG) Рестайлинг,280000,2007,173200,седан,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1094617202-924fbd77/

Mazda 6 II (GH),570000,2008,160000,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,1 владелец,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103697080-f8f2e06c/

Mazda 6 III (GJ) Рестайлинг 2,2125000,2019,20836,седан,серый,2.5,194,Бензин,9700,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103735331-b93d1674/

Mazda 6 I (GG),219000,2004,190000,седан,чёрный,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103732352-59737ae9/

Mazda 6 I (GG) Рестайлинг,330000,2006,209000,седан,чёрный,2.3,166,Бензин,7470,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102638167-d0b9731d/

Mazda 6 I (GG) Рестайлинг,150000,2005,156000,универсал 5 дв.,серебристый,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103521925-e2432458/

Mazda 6 III (GJ) Рестайлинг 2,2050000,2020,15000,седан,синий,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103270157-0da7f09f/

Mazda 6 I (GG) Рестайлинг,309000,2006,207855,седан,серый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103489566-7a13ba9e/

Mazda 6 II (GH) Рестайлинг,895000,2011,170000,седан,чёрный,2.5,170,Бензин,7650,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103083192-8f413610/

Mazda 6 I (GG),265000,2004,295000,лифтбек,серебристый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103385436-64707dad/

Mazda 6 III (GJ) Рестайлинг,1419000,2017,41103,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103313586-5b138bfe/

Mazda 6 III (GJ) Рестайлинг 2,2150000,2019,7435,седан,красный,2.5,194,Бензин,9700,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103694435-82f31174/

Mazda 6 II (GH) Рестайлинг,680000,2011,145000,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101356583-720affc0/

Mazda 6 III (GJ) Рестайлинг,1447000,2016,96111,седан,красный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103499004-3d76e372/

Mazda 6 I (GG),180000,2004,292773,седан,серый,2.0,141,Бензин,4935,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103429471-6118797d/

Mazda 6 I (GG) Рестайлинг,345000,2006,187912,седан,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103713139-86d0a056/

Mazda 6 I (GG),220000,2004,160000,седан,чёрный,2.0,141,Бензин,4935,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102530228-8e7d8ef8/

Mazda 6 II (GH) Рестайлинг,790000,2011,148000,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103728331-e7647161/

Mazda 6 II (GH) Рестайлинг,725000,2011,123000,седан,красный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102991789-4d8c203e/

Mazda 6 III (GJ) Рестайлинг,1275000,2017,99000,седан,серый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102929815-de02656a/

Mazda 6 I (GG) Рестайлинг,200000,2005,280000,седан,красный,2.3,166,"Бензин, газобаллонное оборудование",7470,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103590754-ba36fd04/

Mazda 6 II (GH),510000,2007,224000,седан,фиолетовый,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103743074-f43f0790/

Mazda 6 II (GH) Рестайлинг,899000,2011,145059,лифтбек,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103485507-f1fc5613/

Mazda 6 III (GJ) Рестайлинг,1250000,2015,196916,седан,синий,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103549748-a9345aac/

Mazda 6 I (GG),160000,2003,197150,седан,золотистый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103689313-484ef11e/

Mazda 6 I (GG),250000,2004,322145,седан,серый,2.0,141,"Бензин, газобаллонное оборудование",4935,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103029911-c690a409/

Mazda 6 II (GH) Рестайлинг,649000,2010,169166,седан,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103315957-14ddd189/

Mazda 6 II (GH) Рестайлинг,600000,2010,190867,лифтбек,серебристый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103134543-5915e2d3/

Mazda 6 III (GJ) Рестайлинг,1235000,2016,74205,седан,чёрный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1100428052-8c6b01ab/

Mazda 6 I (GG) Рестайлинг,395000,2006,195365,седан,красный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103635121-23d1aa0e/

Mazda 6 II (GH),550000,2007,146000,лифтбек,синий,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1100617112-3d984b2e/

Mazda 6 I (GG) Рестайлинг,650000,2007,153533,седан,красный,2.3,166,Бензин,7470,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103739474-29422694/

Mazda 6 II (GH),525000,2008,124000,лифтбек,красный,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103221867-5370d754/

Mazda 6 III (GJ),945000,2013,194000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102907344-f43e44d5/

Mazda 6 I (GG) Рестайлинг,330000,2006,145000,лифтбек,синий,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103688206-14089834/

Mazda 6 I (GG),245000,2005,175000,седан,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103609870-ec24712a/

Mazda 6 III (GJ) Рестайлинг,1300000,2016,83000,седан,красный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103670434-3382b6bf/

Mazda 6 III (GJ),1100000,2013,110000,седан,серый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1089263644-1038664a/

Mazda 6 II (GH) Рестайлинг,550000,2010,160000,седан,серый,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1097127986-a269175e/

Mazda 6 III (GJ) Рестайлинг,1209000,2016,162185,седан,чёрный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103430943-44b8bd0c/

Mazda 6 I (GG),135000,2004,345480,универсал 5 дв.,зелёный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103706363-da3a6c4e/

Mazda 6 III (GJ),948000,2012,117106,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103276828-8081e706/

Mazda 6 III (GJ),1045000,2014,88861,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102738643-7a3a4f42/

Mazda 6 III (GJ) Рестайлинг,1670000,2017,55000,седан,коричневый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103597797-a69d14f3/

Mazda 6 II (GH) Рестайлинг,525000,2010,203000,седан,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103664690-0091dbf2/

Mazda 6 I (GG),249000,2004,187000,седан,серебристый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1041233001-d5f413/

Mazda 6 I (GG) Рестайлинг,345000,2007,170000,седан,синий,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103610597-85cbc934/

Mazda 6 III (GJ) Рестайлинг 2,1950000,2019,81000,седан,синий,2.5,194,Бензин,9700,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101958561-e2896ed9/

Mazda 6 I (GG) Рестайлинг,361699,2007,250000,универсал 5 дв.,чёрный,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103467420-e3bd3e77/

Mazda 6 II (GH) Рестайлинг,800000,2011,173500,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103657261-cab4adef/

Mazda 6 I (GG),249000,2004,380000,лифтбек,серый,2.0,141,Бензин,4935,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103682599-46352d1f/

Mazda 6 I (GG) Рестайлинг,210000,2006,250000,универсал 5 дв.,серебристый,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101747644-14fa35bb/

Mazda 6 III (GJ) Рестайлинг 2,1790000,2019,24200,седан,красный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102259244-bb37cb41/

Mazda 6 II (GH),630000,2008,195000,лифтбек,красный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103564709-f8c91ac8/

Mazda 6 III (GJ),950000,2013,150530,седан,серый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103499483-f6353729/

Mazda 6 III (GJ) Рестайлинг,1415000,2016,92000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103681218-b6f45037/

Mazda 6 II (GH),420000,2008,279000,седан,фиолетовый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103689629-cafdd729/

Mazda 6 III (GJ) Рестайлинг,1520000,2017,101000,седан,чёрный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103732850-71a55287/

Mazda 6 III (GJ) Рестайлинг,1698000,2018,70000,седан,коричневый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103126100-e18d736f/

Mazda 6 II (GH) Рестайлинг,569000,2011,165830,лифтбек,чёрный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103037613-55754855/

Mazda 6 I (GG) Рестайлинг,460000,2007,168000,лифтбек,пурпурный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103652072-961b9b18/

Mazda 6 III (GJ) Рестайлинг,1350000,2015,103000,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103701649-dd975bd6/

Mazda 6 I (GG) Рестайлинг,300000,2006,176100,седан,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1100557398-42ce05cb/

Mazda 6 III (GJ),1050000,2013,90000,седан,красный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103231032-920bf7e4/

Mazda 6 II (GH),465000,2008,194000,лифтбек,серебристый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103553380-db1f9e43/

Mazda 6 III (GJ),1190000,2014,108000,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101086730-e8d97f7b/

Mazda 6 III (GJ),1250000,2014,71000,седан,красный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103608387-86e9004b/

Mazda 6 II (GH),580000,2008,199000,седан,синий,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103504880-eda5b876/

Mazda 6 III (GJ) Рестайлинг 2,1850000,2019,71000,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103239998-53f186fb/

Mazda 6 I (GG) Рестайлинг,300000,2006,193000,универсал 5 дв.,серебристый,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103505850-cbae966b/

Mazda 6 I (GG),450000,2005,169700,седан,серебристый,2.3,166,Бензин,7470,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103662862-894230ec/

Mazda 6 III (GJ) Рестайлинг,1650000,2016,73800,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103722296-9c3975fa/

Mazda 6 II (GH),585000,2008,206000,седан,чёрный,2.5,170,Бензин,7650,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103733998-24f46421/

Mazda 6 I (GG),220000,2002,270000,седан,серый,2.3,166,Бензин,7470,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102890234-abd1b440/

Mazda 6 I (GG),240000,2004,243600,седан,синий,2.0,141,Бензин,4935,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103217278-c5f57d85/

Mazda 6 II (GH),525000,2008,442300,универсал 5 дв.,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103214093-798e56aa/

Mazda 6 III (GJ) Рестайлинг 2,1800000,2019,52000,седан,голубой,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103610508-3352239c/

Mazda 6 I (GG),270000,2005,131285,лифтбек,чёрный,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103695317-a3a92cd9/

Mazda 6 II (GH),485000,2008,201120,седан,красный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103687494-6e687845/

Mazda 6 I (GG),190000,2003,265000,седан,серебристый,2.3,166,Бензин,7470,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102954495-c7a737aa/

Mazda 6 I (GG) Рестайлинг,400000,2006,220000,седан,серый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1095260356-6817a094/

Mazda 6 II (GH) Рестайлинг,750000,2010,184000,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1091565888-2b732f6f/

Mazda 6 II (GH),720000,2008,245000,седан,серый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103365663-f3d14656/

Mazda 6 III (GJ),1250000,2013,101413,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103443346-d7759e1a/

Mazda 6 III (GJ),930000,2012,180000,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103721380-51bbf8e3/

Mazda 6 II (GH),480000,2008,140000,седан,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103632096-25562403/

Mazda 6 III (GJ),1425000,2014,69264,седан,красный,2.0,145,Бензин,4930,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103461763-83d25cb7/

Mazda 6 III (GJ) Рестайлинг,1760000,2016,35000,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103682776-0688bb45/

Mazda 6 I (GG) Рестайлинг,330000,2006,140000,седан,пурпурный,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102892759-fc1e4cf8/

Mazda 6 III (GJ) Рестайлинг,1370000,2015,158900,седан,серый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103629017-0d647d6f/

Mazda 6 I (GG),190000,2004,272000,седан,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1100851916-3462b39d/

Mazda 6 I (GG),260000,2005,171500,седан,серый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103650638-5121217f/

Mazda 6 I (GG) Рестайлинг,370000,2006,172000,седан,пурпурный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103023260-9280af8b/

Mazda 6 II (GH) Рестайлинг,750000,2011,265000,седан,чёрный,2.5,170,Бензин,7650,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103541288-7bbe490f/

Mazda 6 III (GJ) Рестайлинг,1200000,2015,145000,седан,серый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102826151-d66084d8/

Mazda 6 III (GJ),1250000,2013,105000,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103516699-71763fa0/

