Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Skoda Rapid I Рестайлинг,930000,2018,45000,лифтбек,синий,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103478644-a0001b68/
Skoda Rapid I,540000,2014,197500,лифтбек,синий,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103637996-fab07402/
Skoda Rapid I,520000,2016,82000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103634994-13776b97/
Skoda Rapid I Рестайлинг,809000,2017,48731,лифтбек,серебристый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103494186-7fd7ac15/
Skoda Rapid I Рестайлинг,950000,2017,48000,лифтбек,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103738665-a5e1f315/
Skoda Rapid I,670000,2014,63500,лифтбек,красный,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103262240-654db66a/
Skoda Rapid I,750000,2016,63000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103727611-65029c0b/
Skoda Rapid I Рестайлинг,1020000,2019,26500,лифтбек,синий,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103660777-50c439c5/
Skoda Rapid I,600000,2017,80000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103529276-d4b673e5/
Skoda Rapid I,500000,2015,87000,лифтбек,синий,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103519855-7c25ed3f/
Skoda Rapid I,600000,2014,220000,лифтбек,серебристый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103506329-db6c5ed9/
Skoda Rapid I,450000,2015,75000,лифтбек,белый,1.2,75,Бензин,900,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1087118441-ef11bbf6/
Skoda Rapid I Рестайлинг,780000,2018,27000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103482658-3f2003ec/
Skoda Rapid I Рестайлинг,869000,2018,58000,лифтбек,коричневый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103720950-d56cb72b/
Skoda Rapid I,565000,2015,170188,лифтбек,синий,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102947035-04dc62f7/
Skoda Rapid I Рестайлинг,889000,2019,13330,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103498125-63db5c1e/
Skoda Rapid I,790000,2015,80000,лифтбек,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103705527-7356cbaa/
Skoda Rapid I,600000,2014,218000,лифтбек,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103744749-e34010e2/
Skoda Rapid I,641000,2017,140171,лифтбек,белый,1.6,110,"Бензин, газобаллонное оборудование",2750,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103745983-3b0543c8/
Skoda Rapid I Рестайлинг,950000,2017,46000,лифтбек,красный,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102601230-875dc950/
Skoda Rapid I,799000,2016,60000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102856709-be537393/
Skoda Rapid II,1117000,2020,13050,лифтбек,коричневый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103313889-41248cfe/
Skoda Rapid I,549000,2015,174800,лифтбек,синий,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103149742-4aae3b31/
Skoda Rapid I Рестайлинг,740000,2018,25000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103546054-8d7d6bbb/
Skoda Rapid I,550000,2016,200000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103728358-415337f8/
Skoda Rapid I,450000,2015,180000,лифтбек,синий,1.2,75,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1092728804-db5a0bcb/
Skoda Rapid I Рестайлинг,750000,2018,33000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1091932298-9f5cedc4/
Skoda Rapid I,420000,2017,250000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103514119-fc7d0015/
Skoda Rapid I,639000,2015,97900,лифтбек,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103731284-4d57fd22/
Skoda Rapid I Рестайлинг,790000,2017,19953,лифтбек,синий,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102675890-8eec4b55/
Skoda Rapid I,555000,2014,190000,лифтбек,чёрный,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103682965-9ebbb3f2/
Skoda Rapid I,930000,2017,9200,лифтбек,серебристый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102955044-1be540ef/
Skoda Rapid I,580000,2014,153000,лифтбек,серебристый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101920281-cd77b0c5/
Skoda Rapid I,850000,2017,55000,лифтбек,коричневый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103410695-8dcfad31/
Skoda Rapid I,750000,2014,140000,лифтбек,чёрный,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103347109-a6059435/
Skoda Rapid I,650000,2016,67000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101840234-5a123eac/
Skoda Rapid I,380000,2014,230000,лифтбек,белый,1.2,75,Бензин,900,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1094699396-4d66a098/
Skoda Rapid I,324500,2016,462299,лифтбек,жёлтый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103614905-ae15efe1/
Skoda Rapid I Рестайлинг,925000,2018,50000,лифтбек,коричневый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102920789-a7fb8465/
Skoda Rapid II,1150000,2021,30,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103689563-559b71e6/
Skoda Rapid II,975000,2020,950,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102233385-aed36103/
Skoda Rapid I Рестайлинг,500000,2018,218307,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103512067-384a0c2d/
Skoda Rapid I Рестайлинг,790000,2018,55774,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103283339-ce5aa9c3/
Skoda Rapid I Рестайлинг,800000,2017,36000,лифтбек,оранжевый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103692094-92f20939/
Skoda Rapid I,800000,2016,45000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103691782-2f4ee9b2/
Skoda Rapid I,760000,2015,54842,лифтбек,белый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1096806890-10f264f7/
Skoda Rapid I,750000,2016,95000,лифтбек,белый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102446668-69454025/
Skoda Rapid I,615000,2016,115000,лифтбек,синий,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1098593754-f39407bd/
Skoda Rapid I Рестайлинг,840000,2018,91000,лифтбек,серый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103414644-be49b996/
Skoda Rapid I,700000,2016,82000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1077050019-9df8e8/
Skoda Rapid I,700000,2015,132000,лифтбек,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103564518-ddb899f9/
Skoda Rapid I,550000,2016,136364,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103345260-2e1c1d23/
Skoda Rapid I Рестайлинг,695000,2018,97975,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102970122-cda7565c/
Skoda Rapid I Рестайлинг,945000,2018,42500,лифтбек,коричневый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102611630-68e72d9d/
Skoda Rapid I,650000,2016,98350,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103533223-fbbe16cb/
Skoda Rapid I,600000,2014,73700,лифтбек,белый,1.2,75,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103682439-f4c0c8a8/
Skoda Rapid I,850000,2017,80500,лифтбек,зелёный,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103478515-764c75dd/
Skoda Rapid I Рестайлинг,976000,2019,70390,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103504750-fc005e05/
Skoda Rapid I,685000,2017,76078,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1076854771-11d46b65/
Skoda Rapid I,778000,2015,111000,лифтбек,серый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102958075-8f1a861d/
Skoda Rapid I,700000,2015,126653,лифтбек,серый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102623003-73f16079/
Skoda Rapid I Рестайлинг,685000,2018,99000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103370939-a5f5eb39/
Skoda Rapid I Рестайлинг,910000,2019,16800,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103717820-66c0aadc/
Skoda Rapid I Рестайлинг,905000,2019,40000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102947602-343c7822/
Skoda Rapid I,635000,2017,162000,лифтбек,белый,1.6,110,"Бензин, газобаллонное оборудование",2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103561664-35f62eb4/
Skoda Rapid I,650000,2017,232000,лифтбек,синий,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103243565-c615928e/
Skoda Rapid I,690000,2014,149359,лифтбек,серый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103546632-ead1058b/
Skoda Rapid I,610000,2016,150954,лифтбек,серебристый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103680745-4cda57f6/
Skoda Rapid I,990000,2017,45000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101230596-43e02349/
Skoda Rapid I Рестайлинг,810000,2017,73000,лифтбек,жёлтый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103668497-2e52a633/
Skoda Rapid I,400000,2014,325000,лифтбек,белый,1.6,105,Бензин,2625,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103565672-2958c4fb/
Skoda Rapid I Рестайлинг,725000,2018,44000,лифтбек,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103028199-6a1ae2c4/
Skoda Rapid I Рестайлинг,875000,2018,83421,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103661357-0ef37a6f/
Skoda Rapid II,1190000,2020,2600,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103492747-5e38ae41/
Skoda Rapid I,650000,2016,121000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103654947-9c4173f4/
Skoda Rapid I Рестайлинг,1150000,2018,25673,лифтбек,синий,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102183082-f424da3f/
Skoda Rapid I,700000,2014,83000,лифтбек,белый,1.6,105,"Бензин, газобаллонное оборудование",2625,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103167262-ad7e40cf/
Skoda Rapid I Рестайлинг,1100000,2018,49000,лифтбек,золотистый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103061109-75560652/
Skoda Rapid I Рестайлинг,860000,2018,87800,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103661687-719068fc/
Skoda Rapid I,950000,2016,33000,лифтбек,синий,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101516261-bf96f599/
Skoda Rapid I,730000,2015,81000,лифтбек,серебристый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103399981-72da97e5/
Skoda Rapid I,690000,2015,166000,лифтбек,серый,1.4,122,Бензин,3050,роботизированная,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101946363-f963e7a2/
Skoda Rapid I,590000,2017,100000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102330707-5b6680c9/
Skoda Rapid I Рестайлинг,550000,2017,185000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103467446-719a35fa/
Skoda Rapid I Рестайлинг,705000,2019,119700,лифтбек,синий,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103588809-075c0b4c/
Skoda Rapid I,650000,2017,168742,лифтбек,белый,1.6,110,"Бензин, газобаллонное оборудование",2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102661928-9876e4b5/
Skoda Rapid I Рестайлинг,995000,2019,58000,лифтбек,коричневый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103574044-e2929e20/
Skoda Rapid I Рестайлинг,1000000,2018,58497,лифтбек,бежевый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102304351-a03741b4/
Skoda Rapid I Рестайлинг,750000,2018,87000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103560247-642f945b/
Skoda Rapid I Рестайлинг,995000,2019,9000,лифтбек,серебристый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1100642798-b6faddd7/
Skoda Rapid I,775000,2016,141500,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103731722-02b2b84e/
Skoda Rapid I Рестайлинг,865000,2019,8700,лифтбек,синий,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103065556-e25a33c0/
Skoda Rapid I,519000,2015,127117,лифтбек,серый,1.2,75,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103371593-fa00a238/
Skoda Rapid I Рестайлинг,845000,2018,58500,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1094515128-83776a71/
Skoda Rapid I Рестайлинг,599000,2017,187000,лифтбек,белый,1.6,110,"Бензин, газобаллонное оборудование",2750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102779387-c340d0e3/
Skoda Rapid I Рестайлинг,678500,2017,85000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101846063-f63da90f/
Skoda Rapid I,850000,2014,16363,лифтбек,белый,1.6,105,Бензин,2625,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103459913-fa313af0/
Skoda Rapid I,720000,2017,116300,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103444058-41755c18/
Skoda Rapid I,430000,2015,342000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103482935-83e77565/
Skoda Rapid I Рестайлинг,1000000,2017,77009,лифтбек,зелёный,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102714787-b76ae49e/
Skoda Rapid I,690000,2016,175000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102975935-3969c693/
Skoda Rapid I Рестайлинг,850000,2018,23000,лифтбек,чёрный,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102473779-c03f1bf6/
Skoda Rapid I,620000,2016,229000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103737962-aba80327/
Skoda Rapid I,490000,2017,251000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103603050-f3f4e3c0/
Skoda Rapid I Рестайлинг,630000,2018,140000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103219484-9a89528e/
Skoda Rapid I,430000,2016,290000,лифтбек,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103120986-5c1fdb14/
Skoda Rapid I,605000,2017,171000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1089440576-2d7971a9/
Skoda Rapid I,620000,2017,200000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103469444-33916b88/
Skoda Rapid I Рестайлинг,900000,2018,66000,лифтбек,коричневый,1.4,125,Бензин,3125,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1099076908-346a1fa6/
Skoda Rapid I,760000,2016,173000,лифтбек,серебристый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103688636-0f4d02c7/
Skoda Rapid I,600000,2016,146000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101966074-0e487e79/
Skoda Rapid I,680000,2017,71000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102138926-7de35b17/
Skoda Rapid I Рестайлинг,650000,2018,157000,лифтбек,коричневый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103628079-01686c24/
Skoda Rapid I,429000,2016,280000,лифтбек,жёлтый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1099901896-b06f48b0/
Skoda Rapid I,530000,2016,280000,лифтбек,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102698321-b514d8ed/
Skoda Rapid I,550000,2016,300000,лифтбек,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102944388-b3ace7f9/
Skoda Rapid I Рестайлинг,700000,2018,53000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103516605-91f5341e/
