Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес 
Hyundai Solaris II,919000,2017,49419,седан,серебристый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104804388-c852e0b3/
Hyundai Solaris II,899000,2017,50964,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104804389-aba8a46e/
Hyundai Solaris II,960000,2017,78350,седан,бежевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104803756-5224b031/
Hyundai Solaris II,869000,2017,72739,седан,серебристый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104804387-49e688ee/
Hyundai Solaris I Рестайлинг,650700,2015,136000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104803598-3a175181/
Hyundai Solaris I Рестайлинг,761364,2015,39822,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104801247-f02308c5/
Hyundai Solaris I Рестайлинг,375000,2015,350000,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104896139-d4f839af/
Hyundai Solaris II,900000,2018,82318,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104802422-7116e57d/
Hyundai Solaris I Рестайлинг,725000,2014,35350,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104895170-f08c3f58/
Hyundai Solaris II,1155000,2020,54903,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104790693-420e77c6/
Hyundai Solaris I Рестайлинг,545000,2016,221818,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104789112-53f2e69f/
Hyundai Solaris I,642000,2013,83712,седан,фиолетовый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104789930-c0a42799/
Hyundai Solaris I,535000,2012,169000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104145758-6964d80c/
Hyundai Solaris II,620000,2017,256945,седан,жёлтый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104894114-5e8c6d3f/
Hyundai Solaris II,650000,2017,82500,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104779924-821c3b45/
Hyundai Solaris II,885000,2017,69000,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104220313-0ed5cebf/
Hyundai Solaris I,685000,2012,37500,хэтчбек 5 дв.,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,9.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104777044-6704fb9d/
Hyundai Solaris I Рестайлинг,550000,2014,31000,седан,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104893756-c045694c/
Hyundai Solaris I,599000,2014,112500,хэтчбек 5 дв.,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104735590-d60ae6d8/
Hyundai Solaris I,470000,2013,248452,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104892524-f2fff2cf/
Hyundai Solaris I Рестайлинг,780000,2015,105100,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104748711-eed1c67c/
Hyundai Solaris II Рестайлинг,950000,2020,44500,седан,серебристый,1.6,123,"Бензин, газобаллонное оборудование",3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104810510-ac7467a1/
Hyundai Solaris I Рестайлинг,600000,2015,130000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104892100-d04b74cf/
Hyundai Solaris II,919000,2017,75942,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104767946-1748ef58/
Hyundai Solaris II,740000,2017,98600,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103491693-be191ca6/
Hyundai Solaris II,670000,2017,195192,седан,жёлтый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104766056-3efe0828/
Hyundai Solaris I Рестайлинг,745000,2015,80000,хэтчбек 5 дв.,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104764802-804a1ff3/
Hyundai Solaris II,942000,2017,55586,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104762493-d05dc97b/
Hyundai Solaris II,860000,2018,136543,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104758798-1d998841/
Hyundai Solaris II Рестайлинг,1100000,2020,25000,седан,жёлтый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104890174-30f3a44c/
Hyundai Solaris I Рестайлинг,765000,2016,60111,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104889801-e8b12f39/
Hyundai Solaris I,419000,2013,318112,седан,серебристый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104750432-68e16c3f/
Hyundai Solaris I Рестайлинг,833000,2015,30697,седан,оранжевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104693841-009c4e7a/
Hyundai Solaris II,639000,2017,145300,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104773720-21f40416/
Hyundai Solaris I,549000,2012,87600,хэтчбек 5 дв.,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104742465-5baea986/
Hyundai Solaris I Рестайлинг,560000,2015,230153,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104888473-d9f89cd1/
Hyundai Solaris II,899000,2018,85137,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104745844-7245f518/
Hyundai Solaris II,908000,2017,67905,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104263759-bcafdd8b/
Hyundai Solaris I Рестайлинг,714000,2016,144000,седан,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103936455-a31cfa00/
Hyundai Solaris II,898000,2018,63665,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104140551-f12d48d1/
Hyundai Solaris I,449000,2012,138201,седан,голубой,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104006785-f4ceea95/
Hyundai Solaris II,889000,2017,41255,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104740665-d2e5e6a6/
Hyundai Solaris I,448000,2012,209479,хэтчбек 5 дв.,красный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104733067-53264b4e/
Hyundai Solaris II,890000,2019,25835,седан,чёрный,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104722652-644a3d2c/
Hyundai Solaris I Рестайлинг,760000,2014,73000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104886862-09319e51/
Hyundai Solaris I,499000,2013,231439,седан,фиолетовый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104714219-a082abc4/
Hyundai Solaris II Рестайлинг,1167000,2020,41682,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104714056-8a143fd1/
Hyundai Solaris I Рестайлинг,699000,2014,54528,седан,серебристый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104706053-62d58ad5/
Hyundai Solaris I,469000,2011,181868,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104699456-a2c579e9/
Hyundai Solaris II Рестайлинг,1027000,2020,21356,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104695128-32ef47df/
Hyundai Solaris I,544000,2013,132000,седан,серебристый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104689068-08288343/
Hyundai Solaris II Рестайлинг,1049000,2020,37000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103974985-c84485c3/
Hyundai Solaris II,925000,2018,43000,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104195858-751a8015/
Hyundai Solaris I,560000,2012,100000,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104272240-a998d71c/
Hyundai Solaris I Рестайлинг,750000,2017,135000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104886486-569d6654/
Hyundai Solaris II,879000,2019,67421,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103865361-f433bd8d/
Hyundai Solaris I,418000,2012,124805,хэтчбек 5 дв.,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104681083-bd5a3993/
Hyundai Solaris I,590000,2014,115414,седан,чёрный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104676175-e381d7f8/
Hyundai Solaris II Рестайлинг,1115000,2020,10542,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104674402-47d7a344/
Hyundai Solaris I Рестайлинг,575000,2016,83565,седан,красный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104073771-0d262437/
Hyundai Solaris I,517000,2012,162043,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104282369-770680f8/
Hyundai Solaris I,480000,2012,135000,хэтчбек 5 дв.,чёрный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104663945-2c79b43b/
Hyundai Solaris I,540000,2012,155000,седан,фиолетовый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104885614-1f1f261e/
Hyundai Solaris I Рестайлинг,650000,2015,160000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104885606-0cb8b8a0/
Hyundai Solaris I Рестайлинг,775000,2016,120000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104691993-12acfb40/
Hyundai Solaris I Рестайлинг,750000,2016,70000,седан,коричневый,1.6,123,Бензин,4182,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104652428-3ee34bd6/
Hyundai Solaris I,575000,2013,112459,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104804666-ab80a2a9/
Hyundai Solaris I Рестайлинг,385000,2016,300000,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104884768-5a52487a/
Hyundai Solaris I,493000,2013,150082,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104643740-587632b4/
Hyundai Solaris II Рестайлинг,1235000,2021,3600,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104644665-87b3ec02/
Hyundai Solaris II Рестайлинг,1190000,2021,3000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104883969-fa89c8e9/
Hyundai Solaris I Рестайлинг,460000,2016,250000,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104883996-03583903/
Hyundai Solaris I Рестайлинг,575000,2014,215986,седан,синий,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104628989-ae9024f2/
Hyundai Solaris I,490000,2013,109503,седан,фиолетовый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104638841-3ffa3c23/
Hyundai Solaris I,550000,2013,164000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104791090-bb3347d8/
Hyundai Solaris II,840000,2018,54300,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,3.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104883789-cb32cac2/
Hyundai Solaris II,1015000,2018,21764,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104636660-681c229f/
Hyundai Solaris I Рестайлинг,280000,2014,300000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104883410-7d1fc199/
Hyundai Solaris I,320000,2014,300000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104883259-5c9a30cc/
Hyundai Solaris I,435000,2014,275985,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104883159-afaf99a8/
Hyundai Solaris I,540000,2011,82000,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104882910-a09bf043/
Hyundai Solaris I,689000,2013,107000,седан,синий,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104882606-14fbc208/
Hyundai Solaris I,505000,2012,167490,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104629564-e563e6ba/
Hyundai Solaris I Рестайлинг,780000,2015,100000,хэтчбек 5 дв.,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104881291-94a22e39/
Hyundai Solaris I,600000,2013,51261,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,8.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104881044-16aaee09/
Hyundai Solaris I,490000,2012,163500,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104801238-82c13b37/
Hyundai Solaris II,920000,2018,64000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104880699-a7a24791/
Hyundai Solaris I,299999,2013,300000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104879965-841a916d/
Hyundai Solaris II,800000,2018,142000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104879553-66818c9b/
Hyundai Solaris I Рестайлинг,550000,2016,160000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104879191-f920a426/
Hyundai Solaris I,620000,2013,97000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103903739-3c33e0c3/
Hyundai Solaris I,540000,2012,117537,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,8.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104879116-3608aa33/
Hyundai Solaris I Рестайлинг,640000,2017,220000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104878990-26abb7df/
Hyundai Solaris I Рестайлинг,519000,2016,243826,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104611947-05d89606/
Hyundai Solaris I Рестайлинг,550000,2016,158000,седан,коричневый,1.4,107,"Бензин, газобаллонное оборудование",2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104877871-64a13b41/
Hyundai Solaris I Рестайлинг,560000,2015,52774,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104878169-199a0edd/
Hyundai Solaris I,495000,2014,87000,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104878137-b81cb90e/
Hyundai Solaris I Рестайлинг,650000,2015,158000,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104219471-079f4cc5/
Hyundai Solaris I Рестайлинг,580000,2016,250000,седан,синий,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104876332-aae00377/
Hyundai Solaris II,1027000,2017,63521,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104581920-99c86470/
Hyundai Solaris II,965000,2018,37371,седан,бежевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104577484-383c904e/
Hyundai Solaris I Рестайлинг,650000,2016,129000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104866712-faaae0aa/
Hyundai Solaris I Рестайлинг,550000,2016,138000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104874751-20f51bbf/
Hyundai Solaris II,1058000,2020,40769,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104276317-1542e8fa/
Hyundai Solaris I,510000,2012,118000,седан,бежевый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104874667-7c07fa71/
Hyundai Solaris II Рестайлинг,1019000,2020,27528,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104266156-b90e11d1/
Hyundai Solaris I Рестайлинг,657000,2014,87514,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104255366-377a4319/
Hyundai Solaris II,940000,2019,30500,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104873673-c20249f5/
Hyundai Solaris II,948000,2019,39000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103975609-a40ddd94/
Hyundai Solaris II,580000,2018,277240,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104873415-38b18ef3/
Hyundai Solaris II,920000,2019,57000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104872306-8b9a2a2b/
Hyundai Solaris II,589000,2017,219176,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104198582-0ec6436b/
Hyundai Solaris I,306000,2012,469054,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104019520-d2f8335c/
Hyundai Solaris I Рестайлинг,615000,2016,178000,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104791603-37993061/
Hyundai Solaris I Рестайлинг,530000,2016,180000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104871428-405dfeaf/
